NUMBER,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,LONGITUDE,LATITUDE
3006,2022,2022-08-03,1658,3,-117.20615386962892,32.75920867919922
3007,2022,2022-08-02,1155,2,-117.08294677734376,32.98808670043945
3008,2022,2022-08-02,1338,2,-117.11624908447266,32.896026611328125
3009,2022,2022-08-02,1748,2,-117.11619567871094,32.912933349609375
3010,2022,2022-08-04,945,4,-117.14530181884766,32.767906188964844
3011,2022,2022-08-03,1700,3,-117.1738052368164,32.84009552001953
3012,2022,2022-08-04,1706,4,-117.20825958251952,32.781517028808594
3013,2022,2022-07-28,1805,4,-117.21933746337892,32.81085968017578
3014,2022,2022-07-30,1230,6,-117.15660858154295,32.741729736328125
3015,2022,2022-07-31,735,7,-117.09424591064452,32.718299865722656
3016,2022,2022-07-29,1200,5,-117.1513900756836,32.69157028198242
3017,2022,2022-07-30,1000,6,-117.1985092163086,32.76016998291016
3018,2022,2022-08-08,1715,1,-117.12407684326172,32.75235366821289
3019,2022,2022-07-23,30,6,-117.19342041015624,32.747798919677734
3020,2022,2022-08-03,1908,3,-117.18416595458984,32.84678649902344
3021,2022,2022-08-08,1855,1,-117.13510131835938,32.77584457397461
3022,2022,2022-07-31,350,7,-117.12096405029295,32.715850830078125
3023,2022,2022-06-29,1750,3,-117.21234130859376,32.89337158203125
3024,2022,2022-06-17,2210,5,-117.20526123046876,32.763511657714844
3025,2022,2022-08-06,1155,6,-117.12898254394533,32.767433166503906
3026,2022,2022-08-09,1255,2,-117.13892364501952,32.698734283447266
3027,2022,2022-08-03,520,3,-117.10289764404295,32.71542739868164
3028,2022,2022-08-06,2000,6,-117.10382080078124,32.96198654174805
3029,2022,2022-08-06,2356,6,-117.17870330810548,32.84880447387695
3030,2022,2022-08-07,350,7,-117.12039947509766,32.84296417236328
3031,2022,2022-08-12,1815,5,-117.11968231201172,32.83448791503906
3032,2022,2022-08-10,600,3,-117.20458984375,32.75843048095703
3033,2022,2022-07-31,1750,7,-117.12799072265624,32.694427490234375
3034,2022,2022-07-16,2020,6,-117.20851135253906,32.77678680419922
3035,2022,2022-08-14,1256,7,-117.19552612304688,32.760684967041016
3036,2022,2022-08-15,730,1,-117.12778472900392,32.71424865722656
3037,2022,2022-08-16,842,2,-117.11882019042967,32.71160125732422
3038,2022,2022-08-12,1148,5,-117.1191635131836,32.74478530883789
3039,2022,2022-08-13,1247,6,-117.15657806396484,32.74222183227539
3040,2022,2022-08-11,245,4,-117.2157974243164,32.8065185546875
3041,2022,2022-08-07,1825,7,-117.08252716064452,32.57673263549805
3042,2022,2022-08-17,757,3,-117.12007904052734,32.7777099609375
3043,2022,2022-08-10,1535,3,-117.12465667724608,32.7750244140625
3044,2022,2022-08-08,1545,1,-117.04435729980467,32.55088806152344
3045,2022,2022-06-21,1530,2,-117.08473205566406,32.67713165283203
3046,2022,2022-08-15,1008,1,-117.22911834716795,32.93674850463867
3047,2022,2022-08-15,1156,1,-117.2482452392578,32.967430114746094
3048,2022,2022-08-14,2114,7,-117.05783081054688,32.66484069824219
3049,2022,2022-08-18,2038,4,-117.13519287109376,32.775970458984375
3050,2022,2022-08-15,857,1,-117.1700439453125,32.845924377441406
3051,2022,2022-08-17,638,3,-117.2040786743164,32.75938415527344
3052,2022,2022-08-17,1110,3,-117.1170654296875,32.71725082397461
3053,2022,2022-08-18,808,4,-117.20690155029295,32.795658111572266
3054,2022,2022-08-18,1535,4,-117.14177703857422,32.8310432434082
3055,2022,2022-08-10,2320,3,-117.07331085205078,32.565303802490234
3056,2022,2022-08-17,550,3,-117.23183441162108,32.91569137573242
3057,2022,2022-08-18,1725,4,-117.16899871826172,32.76059341430664
3058,2022,2022-08-20,1335,6,-117.11997222900392,32.745361328125
3059,2022,2022-08-20,1405,6,-117.14775848388672,32.713409423828125
3060,2022,2022-08-20,2055,6,-117.0540771484375,32.55516052246094
3061,2022,2022-08-20,2235,6,-117.09351348876952,32.68851089477539
3062,2022,2022-08-21,150,7,-117.14712524414062,32.71368789672852
3063,2022,2022-08-06,2032,6,-117.0246353149414,32.68584060668945
3064,2022,2022-08-23,920,2,-117.12621307373048,32.759456634521484
3065,2022,2022-08-05,130,5,-117.11358642578124,32.893550872802734
3066,2022,2022-08-18,1550,4,-117.09524536132812,32.78000259399414
3067,2022,2022-01-22,515,6,-117.0326919555664,32.544307708740234
3068,2022,2022-08-14,1550,7,-117.23989105224608,32.92730712890625
3069,2022,2022-08-21,155,7,-117.20742034912108,32.7896614074707
3070,2022,2022-08-25,635,4,-117.09480285644533,32.69746017456055
3071,2022,2022-08-19,1530,5,-116.93917846679688,32.55282974243164
3072,2022,2022-08-18,1000,4,-117.09120941162108,32.97093963623047
3073,2022,2022-08-22,1527,1,-117.18427276611328,32.7593879699707
3074,2022,2022-08-22,1710,1,-117.05741119384766,32.64305114746094
3075,2022,2022-08-25,1435,4,-117.15644073486328,32.743511199951165
3076,2022,2022-08-23,1548,2,-117.11839294433594,32.84623718261719
3077,2022,2022-08-17,1600,3,-117.13050079345705,32.84077072143555
3078,2022,2022-08-20,1655,6,-117.15461730957033,32.765262603759766
3079,2022,2022-08-21,1650,7,-116.96035766601562,32.564334869384766
3080,2022,2022-08-09,530,2,-117.160888671875,32.7869873046875
3081,2022,2022-08-18,1910,4,-117.15315246582033,32.72441864013672
3082,2022,2022-08-23,806,2,-117.07482147216795,33.040916442871094
3083,2022,2022-08-10,1845,3,-117.22215270996094,32.93996047973633
3084,2022,2022-08-25,745,4,-117.15543365478516,32.7507209777832
3085,2022,2022-08-27,1111,6,-117.2109832763672,32.75901412963867
3086,2022,2022-08-27,1253,6,-117.15641784667967,32.74371719360352
3087,2022,2022-08-27,1813,6,-117.230224609375,32.75650405883789
3088,2022,2022-08-28,1835,7,-117.12207794189452,32.69192123413086
3089,2022,2022-08-25,920,4,-117.16472625732422,32.965023040771484
3090,2022,2022-08-18,303,4,-117.05277252197266,32.853389739990234
3091,2022,2022-08-28,1055,7,-117.11553192138672,33.02252197265625
3092,2022,2022-08-29,1240,1,-117.10785675048828,32.65930938720703
3093,2022,2022-08-23,1615,2,-117.07434844970705,32.72518539428711
3094,2022,2022-07-12,2025,2,-117.04801940917967,32.5526008605957
3095,2022,2022-08-23,1447,2,-117.25067901611328,32.973838806152344
3096,2022,2022-08-23,1900,2,-117.14875030517578,32.81840515136719
3097,2022,2022-08-15,1222,1,-117.24617004394533,32.96115493774414
3098,2022,2022-08-30,752,2,-117.11356353759766,32.84201431274414
3099,2022,2022-08-31,1603,3,-117.1629638671875,32.76593399047852
3100,2022,2022-08-26,1439,5,-117.11749267578124,32.82612228393555
3101,2022,2022-08-26,1949,5,-117.14657592773438,32.69673538208008
3102,2022,2022-08-27,131,6,-117.1948471069336,32.8694953918457
3103,2022,2022-08-28,1800,7,-117.0792236328125,33.01224899291992
3104,2022,2022-09-03,1111,6,-117.11640167236328,32.778648376464844
3105,2022,2022-08-29,835,1,-117.11698150634766,32.778594970703125
3106,2022,2022-08-29,205,1,-117.07019805908205,32.77916717529297
3107,2022,2022-08-30,1525,2,-117.17871856689452,32.739604949951165
3108,2022,2022-08-29,25,1,-117.19035339355467,32.75947952270508
3109,2022,2022-08-27,2051,6,-117.09385681152344,32.967708587646484
3110,2022,2022-08-30,736,2,-117.07977294921876,32.65900039672852
3111,2022,2022-08-28,2108,7,-117.14322662353516,32.768550872802734
3112,2022,2022-08-28,314,7,-117.11241149902344,32.932373046875
3113,2022,2022-08-31,1841,3,-117.11662292480467,32.901714324951165
3114,2022,2022-08-31,2137,3,-117.07742309570312,32.6613883972168
3115,2022,2022-09-02,1345,5,-117.14752960205078,32.70806121826172
3116,2022,2022-09-02,1800,5,-117.22297668457033,32.81553649902344
3117,2022,2022-09-03,1525,6,-117.08802032470705,32.586181640625
3118,2022,2022-08-28,1929,7,-117.1398468017578,32.699371337890625
3119,2022,2022-09-01,1739,4,-117.13927459716795,32.84027099609375
3120,2022,2022-09-07,2140,3,-117.11054229736328,32.936851501464844
3121,2022,2022-09-07,555,3,-117.20500183105467,32.758880615234375
3122,2022,2022-09-07,855,3,-117.06333160400392,32.649261474609375
3123,2022,2022-08-30,436,2,-117.13069915771484,32.77037811279297
3124,2022,2022-09-08,2200,4,-117.13941955566406,32.83412170410156
3125,2022,2022-09-06,645,2,-117.06626892089844,32.779720306396484
3126,2022,2022-09-06,1305,2,-117.22077178955078,32.90130615234375
3127,2022,2022-05-13,1404,5,-117.17205810546876,32.76010513305664
3128,2022,2022-09-07,2020,3,-117.08309173583984,32.71858596801758
3129,2022,2022-09-10,23,6,-117.07275390625,33.04872512817383
3130,2022,2022-09-05,1932,1,-117.1421127319336,32.830020904541016
3131,2022,2022-09-10,236,6,-117.11990356445312,32.71596145629883
3132,2022,2022-09-10,1935,6,-117.10694885253906,32.65787887573242
3133,2022,2022-09-10,2232,6,-117.1074447631836,32.6590576171875
3134,2022,2022-09-11,2005,7,-117.04264068603516,32.558631896972656
3135,2022,2022-09-14,2215,3,-117.14202117919922,32.70035171508789
3136,2022,2022-09-02,1500,5,-117.15590667724608,32.8006477355957
3137,2022,2022-09-12,1805,1,-117.14973449707033,32.72318649291992
3138,2022,2022-09-13,2206,2,-117.09284973144533,32.780601501464844
3139,2022,2022-09-15,740,4,-117.12964630126952,32.713768005371094
3140,2022,2022-09-16,1005,5,-117.2071533203125,32.78818130493164
3141,2022,2022-09-16,1645,5,-117.09504699707033,32.69641876220703
3142,2022,2022-09-17,1420,6,-117.18952178955078,32.76003646850586
3143,2022,2022-09-15,1113,4,-117.09397888183594,32.964298248291016
3144,2022,2022-09-14,722,3,-117.11482238769533,32.853713989257805
3145,2022,2022-09-19,133,1,-117.07939910888672,33.01932144165039
3146,2022,2022-09-20,640,2,-117.10743713378906,32.71826171875
3147,2022,2022-09-18,1015,7,-117.06599426269533,32.72928237915039
3148,2022,2022-09-18,1555,7,-117.19481658935548,32.869468688964844
3149,2022,2022-09-21,835,3,-117.17510223388672,32.84282684326172
3150,2022,2022-09-21,758,3,-117.0235595703125,32.8403205871582
3151,2022,2022-09-21,910,3,-117.11011505126952,32.74422073364258
3152,2022,2022-09-21,1510,3,-117.10845184326172,32.73014068603516
3153,2022,2022-09-21,1735,3,-117.10906982421876,32.74745178222656
3154,2022,2022-09-22,25,4,-117.17661285400392,32.759185791015625
3155,2022,2022-09-22,950,4,-117.15953826904295,32.81687545776367
3156,2022,2022-09-22,1556,4,-117.1743392944336,32.73458480834961
3157,2022,2022-09-23,1650,5,-117.17438507080078,32.75943756103516
3158,2022,2022-09-23,1750,5,-117.16351318359376,32.76383972167969
3159,2022,2022-09-24,1220,6,-117.1841278076172,32.74338912963867
3160,2022,2022-09-24,1410,6,-117.15474700927734,32.72011184692383
3161,2022,2022-09-25,2105,7,-117.20468139648438,32.762874603271484
3162,2022,2022-09-25,555,7,-117.16271209716795,32.76002883911133
3163,2022,2022-08-18,2255,4,-117.2412109375,32.93400192260742
3164,2022,2022-09-26,845,1,-117.11309814453124,32.78919982910156
3165,2022,2022-09-28,755,3,-117.1577377319336,32.79482650756836
3166,2022,2022-09-29,230,4,-117.23520660400392,32.83926773071289
3167,2022,2022-09-28,843,3,-117.2335968017578,32.9169807434082
3168,2022,2022-09-30,735,5,-117.15916442871094,32.723228454589844
3169,2022,2022-10-01,1450,6,-117.23276519775392,32.83341979980469
3170,2022,2022-10-01,455,6,-117.22901153564452,32.87260818481445
3171,2022,2022-10-02,123,7,-117.10774993896484,32.87477111816406
3172,2022,2022-10-04,1545,2,-117.11683654785156,32.82307815551758
3173,2022,2022-10-04,2305,2,-117.08319091796876,32.98396682739258
3174,2022,2022-10-04,2356,2,-117.08019256591795,32.65803527832031
3175,2022,2022-10-01,155,6,-117.12059783935548,32.715919494628906
3176,2022,2022-09-19,1625,1,-117.10912322998048,32.7591552734375
3177,2022,2022-10-06,1505,4,-117.1514892578125,32.76575469970703
3178,2022,2022-10-07,757,5,-117.11441802978516,32.856868743896484
3179,2022,2022-10-07,1307,5,-117.13849639892578,32.69818115234375
3180,2022,2022-09-08,1955,4,-117.219970703125,32.81053161621094
3181,2022,2022-10-08,15,6,-117.11779022216795,32.71788787841797
3182,2022,2022-10-07,1750,5,-117.11676025390624,32.71760177612305
3183,2022,2022-10-08,238,6,-117.194580078125,32.84579849243164
3184,2022,2022-10-01,1640,6,-117.20751953125,32.792095184326165
3185,2022,2022-10-07,1413,5,-117.15872955322266,32.75577926635742
3186,2022,2022-10-02,2236,7,-117.1601104736328,32.70790100097656
3187,2022,2022-10-08,230,6,-117.1603546142578,32.70716094970703
3188,2022,2022-10-06,1450,4,-117.11191558837892,32.77774429321289
3189,2022,2022-10-11,830,2,-117.08524322509766,32.6786003112793
3190,2022,2022-10-11,1050,2,-117.10874938964844,32.75899124145508
3191,2022,2022-10-11,1540,2,-117.19226837158205,32.74674987792969
3192,2022,2022-10-12,320,3,-117.07596588134766,32.72344207763672
3193,2022,2022-10-12,1140,3,-117.2214813232422,32.813674926757805
3194,2022,2022-10-11,130,2,-117.13075256347656,32.77080154418945
3195,2022,2022-10-12,1700,3,-117.19317626953124,32.747432708740234
3196,2022,2022-10-12,1710,3,-117.12107849121094,32.74662780761719
3197,2022,2022-09-24,2116,6,-117.15248870849608,32.72441864013672
3198,2022,2022-10-12,1826,3,-117.16184997558594,32.770172119140625
3199,2022,2022-10-13,726,4,-117.07199096679688,33.05514907836914
3200,2022,2022-10-13,1345,4,-117.12822723388672,32.694419860839844
3201,2022,2022-10-13,1550,4,-117.11226654052734,32.77281188964844
3202,2022,2022-10-13,1552,4,-117.16616058349608,32.84288787841797
3203,2022,2022-10-13,1718,4,-117.0495147705078,32.55300521850586
3204,2022,2022-10-09,2325,7,-117.15826416015624,32.79337310791016
3205,2022,2022-10-14,905,5,-117.15213775634766,32.724178314208984
3206,2022,2022-10-14,1035,5,-117.22992706298828,32.822566986083984
3207,2022,2022-10-14,805,5,-117.13818359375,32.71686172485352
3208,2022,2022-10-14,1845,5,-117.14778137207033,32.76714324951172
3209,2022,2022-10-15,355,6,-117.22811889648438,32.88187026977539
3210,2022,2022-10-15,1504,6,-117.13392639160156,32.71310043334961
3211,2022,2022-10-16,540,7,-117.11277770996094,32.791072845458984
3212,2022,2022-10-17,555,1,-117.15478515625,32.73029327392578
3213,2022,2022-10-17,2230,1,-117.11195373535156,32.794715881347656
3214,2022,2022-10-18,555,2,-117.20420837402344,32.761016845703125
3215,2022,2022-08-19,1655,5,-117.1092529296875,32.74831008911133
3216,2022,2022-08-25,1720,4,-117.10808563232422,32.869731903076165
3217,2022,2022-09-17,1730,6,-117.12001800537108,33.01922607421875
3218,2022,2022-08-26,1635,5,-117.07220458984376,33.053192138671875
3219,2022,2022-10-20,800,4,-117.11359405517578,32.80791473388672
3220,2022,2022-10-20,1135,4,-117.15886688232422,32.75510787963867
3221,2022,2022-10-20,1727,4,-117.23995971679688,32.92751693725586
3222,2022,2022-06-30,1730,4,-117.08702850341795,32.78153991699219
3223,2022,2022-10-20,1815,4,-117.11337280273438,32.717529296875
3224,2022,2022-10-21,545,5,-117.118408203125,32.74388122558594
3225,2022,2022-10-21,2344,5,-117.1038818359375,32.72639465332031
3226,2022,2022-09-16,10,5,-117.1149673461914,32.89337921142578
3227,2022,2022-10-20,1525,4,-117.16295623779295,32.76595687866211
3228,2022,2022-10-21,2025,5,-117.04395294189452,32.550735473632805
3229,2022,2022-09-08,1604,4,-117.20720672607422,32.77276992797852
3230,2022,2022-10-22,1517,6,-117.2096939086914,32.8453254699707
3231,2022,2022-10-03,1557,1,-117.07247924804688,32.72633361816406
3232,2022,2022-09-20,804,2,-117.09945678710938,32.959381103515625
3233,2022,2022-10-24,2005,1,-117.03022003173828,32.54511642456055
3234,2022,2022-10-25,1827,2,-117.1376953125,32.697608947753906
3235,2022,2022-10-25,1820,2,-117.11837768554688,32.84627151489258
3236,2022,2022-10-25,1855,2,-117.10391998291016,32.950767517089844
3237,2022,2022-10-26,750,3,-117.08259582519533,32.78074264526367
3238,2022,2022-09-13,2042,2,-117.03565216064452,32.54654693603516
3239,2022,2022-10-25,1925,2,-116.92765808105467,32.56740951538086
3240,2022,2022-10-27,1740,4,-117.11907196044922,32.85636901855469
3241,2022,2022-10-28,250,5,-117.08775329589844,32.587162017822266
3242,2022,2022-10-28,2225,5,-117.12020111083984,33.0185546875
3243,2022,2022-10-28,1520,5,-117.19400787353516,32.86864471435547
3244,2022,2022-10-28,1109,5,-117.05301666259766,32.853424072265625
3245,2022,2022-10-28,1154,5,-117.15357971191406,32.80820083618164
3246,2022,2022-10-28,1720,5,-117.12391662597656,32.77543258666992
3247,2022,2022-10-28,1450,5,-117.16163635253906,32.75880432128906
3248,2022,2022-10-18,1520,2,-117.2205047607422,32.901023864746094
3249,2022,2022-09-16,1750,5,-117.10952758789062,32.76305389404297
3250,2022,2022-10-30,858,7,-117.1032485961914,32.719829559326165
3251,2022,2022-10-31,538,1,-117.11599731445312,32.71743392944336
3252,2022,2022-11-01,230,2,-117.11470794677734,32.92365646362305
3253,2022,2022-11-01,55,2,-117.07293701171876,32.726226806640625
3254,2022,2022-11-01,1013,2,-117.13005828857422,32.76887512207031
3255,2022,2022-10-28,1304,5,-117.12046051025392,32.70560073852539
3256,2022,2022-11-01,1535,2,-117.19783020019533,32.87263107299805
3257,2022,2022-11-01,1528,2,-117.118408203125,32.84621810913086
3258,2022,2022-11-03,1820,4,-117.16195678710938,32.76980209350586
3259,2022,2022-11-01,1955,2,-117.10113525390624,32.65263366699219
3260,2022,2022-11-04,2200,5,-117.0695571899414,32.659847259521484
3261,2022,2022-11-01,651,2,-117.16669464111328,32.82906723022461
3262,2022,2022-10-13,315,4,-117.18147277832033,32.74213790893555
3263,2022,2022-09-21,339,3,-117.24575042724608,32.96071243286133
3264,2022,2022-09-20,935,2,-117.09205627441406,32.78068923950195
3265,2022,2022-09-20,835,2,-117.10903167724608,32.73044967651367
3266,2022,2022-10-21,1148,5,-117.1560287475586,32.73596954345703
3267,2022,2022-09-20,630,2,-117.13707733154295,32.71329116821289
3268,2022,2022-11-07,1250,1,-117.05655670166016,32.66459274291992
3269,2022,2022-10-07,1740,5,-117.05633544921876,32.55588912963867
3270,2022,2022-11-07,1455,1,-117.17627716064452,32.84423828125
3271,2022,2022-11-02,2350,3,-117.14126586914062,32.76935577392578
3272,2022,2022-11-08,1255,2,-117.24799346923828,32.966758728027344
3273,2022,2022-11-08,1227,2,-117.10814666748048,32.94422912597656
3274,2022,2022-10-25,1945,2,-117.15636444091795,32.74706268310547
3275,2022,2022-10-28,135,5,-117.2014617919922,32.759708404541016
3276,2022,2022-10-25,1853,2,-117.15689086914062,32.76451873779297
3277,2022,2022-11-01,1824,2,-117.1628875732422,32.76622772216797
3278,2022,2022-10-17,1716,1,-117.13613128662108,32.696495056152344
3279,2022,2022-11-04,127,5,-117.16017150878906,32.716167449951165
3280,2022,2022-11-01,524,2,-117.11099243164062,32.841941833496094
3281,2022,2022-11-03,2137,4,-117.1095962524414,32.745140075683594
3282,2022,2022-11-05,525,6,-117.10263824462892,32.72018051147461
3283,2022,2022-11-07,750,1,-117.06705474853516,32.66155242919922
3284,2022,2022-10-29,350,6,-117.10696411132812,32.87289810180664
3285,2022,2022-11-08,510,2,-117.13309478759766,32.69484329223633
3286,2022,2022-11-05,20,6,-117.15199279785156,32.810279846191406
3287,2022,2022-11-08,1604,2,-117.15113067626952,32.7238883972168
3288,2022,2022-10-16,335,7,-117.07949066162108,33.014732360839844
3289,2022,2022-11-08,1843,2,-117.11540222167967,32.856197357177734
3290,2022,2022-11-09,345,3,-117.08144378662108,32.5752067565918
3291,2022,2022-11-09,1909,3,-117.15659332275392,32.746368408203125
3292,2022,2022-08-20,1250,6,-117.10554504394533,32.728309631347656
3293,2022,2022-06-26,1515,7,-117.08822631835938,32.78133010864258
3294,2022,2022-11-11,1237,5,-117.12920379638672,32.76783752441406
3295,2022,2022-11-06,2258,7,-117.08257293701172,33.00050354003906
3296,2022,2022-11-04,1827,5,-117.07968139648438,33.01276016235352
3297,2022,2022-09-01,1335,4,-117.19396209716795,32.86860275268555
3298,2022,2022-11-08,1500,2,-117.08188629150392,32.576080322265625
3299,2022,2022-11-11,1020,5,-117.15520477294922,32.724220275878906
3300,2022,2022-11-07,2135,1,-117.06924438476562,33.06055450439453
3301,2022,2022-11-13,325,7,-117.193603515625,32.7479248046875
3302,2022,2022-11-14,905,1,-117.04047393798828,32.55100631713867
3303,2022,2022-11-14,1315,1,-117.15062713623048,32.766510009765625
3304,2022,2022-11-13,720,7,-117.10903930664062,32.882415771484375
3305,2022,2022-11-15,1610,2,-117.1477508544922,32.70970916748047
3306,2022,2022-11-15,1730,2,-117.0959701538086,32.70463943481445
3307,2022,2022-10-02,1738,7,-117.1494598388672,32.722537994384766
3308,2022,2022-10-17,750,1,-117.09770965576172,32.6534309387207
3309,2022,2022-11-15,1755,2,-117.25320434570312,32.979774475097656
3310,2022,2022-11-15,1820,2,-117.1001205444336,32.96306228637695
3311,2022,2022-11-16,1405,3,-117.10138702392578,32.7188606262207
3312,2022,2022-11-16,1750,3,-117.12168121337892,32.776756286621094
3313,2022,2022-11-17,643,4,-117.03855895996094,32.577850341796875
3314,2022,2022-11-17,700,4,-117.13575744628906,32.77717590332031
3315,2022,2022-11-17,134,4,-117.04607391357422,32.63360595703125
3316,2022,2022-11-17,1747,4,-117.22706604003906,32.893001556396484
3317,2022,2022-11-17,1930,4,-117.10208129882812,32.77814865112305
3318,2022,2022-11-18,850,5,-117.22855377197266,32.877544403076165
3319,2022,2022-11-18,1550,5,-117.16107177734376,32.77351760864258
3320,2022,2022-11-18,100,5,-117.20410919189452,32.75811004638672
3321,2022,2022-11-18,2031,5,-117.15017700195312,32.693153381347656
3322,2022,2022-11-20,245,7,-117.10826110839844,32.718109130859375
3323,2022,2022-11-21,1235,1,-117.16104888916016,32.78603744506836
3324,2022,2022-11-23,1110,3,-117.1369857788086,32.778911590576165
3325,2022,2022-11-15,1805,2,-117.15491485595705,32.7650032043457
3326,2022,2022-11-23,1620,3,-117.11438751220705,32.892539978027344
3327,2022,2022-10-14,647,5,-117.16564178466795,32.72481155395508
3328,2022,2022-10-19,805,3,-117.14794158935548,32.71990966796875
3329,2022,2022-11-14,1805,1,-117.20929718017578,32.796173095703125
3330,2022,2022-10-03,1105,1,-117.06024932861328,32.56816864013672
3331,2022,2022-09-12,2030,1,-117.1352767944336,32.71331024169922
3332,2022,2022-12-03,1812,6,-117.1867218017578,32.759719848632805
3333,2022,2022-11-27,2133,7,-117.09911346435548,32.77933883666992
3334,2022,2022-11-28,812,1,-117.1164321899414,32.77864456176758
3335,2022,2022-11-22,1230,2,-117.2406768798828,32.93006896972656
3336,2022,2022-11-28,1535,1,-117.11222839355467,32.731868743896484
3337,2022,2022-11-21,1753,1,-117.10956573486328,32.76333999633789
3338,2022,2022-11-29,2330,2,-117.0752182006836,32.56515121459961
3339,2022,2022-11-30,145,3,-117.1082763671875,32.878379821777344
3340,2022,2022-11-30,415,3,-117.09025573730467,32.97246551513672
3341,2022,2022-11-19,1545,6,-117.22621917724608,32.90801239013672
3342,2022,2022-11-26,209,6,-117.1132583618164,32.92932891845703
3343,2022,2022-11-30,902,3,-117.06288909912108,32.64908218383789
3344,2022,2022-11-14,2055,1,-117.16226196289062,32.821128845214844
3345,2022,2022-07-23,2154,6,-117.08595275878906,32.979305267333984
3346,2022,2022-10-03,820,1,-117.10890197753906,32.76411056518555
3347,2022,2022-11-19,320,6,-117.05756378173828,32.643310546875
3348,2022,2022-11-27,908,7,-117.15084838867188,32.723976135253906
3349,2022,2022-11-26,208,6,-117.11339569091795,32.928836822509766
3350,2022,2022-12-02,1745,5,-117.07476043701172,32.65816879272461
3351,2022,2022-10-15,250,6,-117.0727310180664,32.72637939453125
3352,2022,2022-11-27,312,7,-117.14966583251952,32.79183578491211
3353,2022,2022-12-03,2121,6,-117.19498443603516,32.7607421875
3354,2022,2022-12-06,1710,2,-117.1550064086914,32.811004638671875
3355,2022,2022-12-06,825,2,-117.07596588134766,32.779579162597656
3356,2022,2022-12-06,1323,2,-117.1125717163086,32.7418212890625
3357,2022,2022-12-06,1930,2,-117.20596313476562,32.76677703857422
3358,2022,2022-12-05,617,1,-117.17964935302734,32.84979248046875
3359,2022,2022-12-05,2210,1,-117.23303985595705,32.82946014404297
3360,2022,2022-12-07,800,3,-117.06899261474608,32.728004455566406
3361,2022,2022-12-07,1730,3,-117.22784423828124,32.887664794921875
3362,2022,2022-12-07,2304,3,-117.14584350585938,32.70286178588867
3363,2022,2022-12-08,108,4,-117.17198181152344,32.83708953857422
3364,2022,2022-12-07,1631,3,-117.20873260498048,32.89185333251953
3365,2022,2022-12-08,531,4,-117.10843658447266,32.94363784790039
3366,2022,2022-12-14,2251,3,-117.1274185180664,32.69444274902344
3367,2022,2022-12-09,1730,5,-117.11196136474608,32.74247360229492
3368,2022,2022-12-10,240,6,-117.11911010742188,32.710880279541016
3369,2022,2022-12-10,1245,6,-117.11000823974608,32.86506271362305
3370,2022,2022-11-28,1745,1,-117.16229248046876,32.768653869628906
3371,2022,2022-12-11,258,7,-117.07935333251952,33.01613235473633
3372,2022,2022-12-11,1140,7,-117.08641052246094,32.781131744384766
3373,2022,2022-12-11,420,7,-117.08306884765624,32.99147415161133
3374,2022,2022-12-11,1430,7,-117.09374237060548,32.688823699951165
3375,2022,2022-12-12,132,1,-117.11318206787108,32.88825988769531
3376,2022,2022-12-12,354,1,-117.18285369873048,32.75933074951172
3377,2022,2022-12-14,721,3,-117.09476470947266,32.7001838684082
3378,2022,2022-12-19,1450,1,-117.11139678955078,33.12783432006836
3379,2022,2022-11-21,2009,1,-117.15570068359376,32.72816467285156
3380,2022,2022-11-26,240,6,-117.11471557617188,32.73796463012695
3381,2022,2022-12-14,1835,3,-117.19790649414062,32.872318267822266
3382,2022,2022-12-14,1855,3,-117.04006958007812,32.569061279296875
3383,2022,2022-12-14,1554,3,-117.18365478515624,32.74293518066406
3384,2022,2022-12-14,1725,3,-117.15325927734376,32.808048248291016
3385,2022,2022-12-13,1755,2,-117.06233978271484,32.64247512817383
3386,2022,2022-12-15,1730,4,-117.08020782470705,33.008060455322266
3387,2022,2022-12-15,300,4,-117.07118988037108,32.659282684326165
3388,2022,2022-12-15,1933,4,-117.10337829589844,32.723270416259766
3389,2022,2022-12-14,14,3,-117.0593490600586,32.73310089111328
3390,2022,2022-12-16,805,5,-117.09545135498048,32.718955993652344
3391,2022,2022-12-16,1140,5,-117.05322265625,32.568115234375
3392,2022,2022-12-18,2115,7,-117.11312103271484,32.77849197387695
3393,2022,2022-12-18,1105,7,-117.16378784179688,32.71141815185547
3394,2022,2022-12-18,2230,7,-117.10762786865234,32.72969436645508
3395,2022,2022-12-20,1720,2,-117.15909576416016,32.76414489746094
3396,2022,2022-12-11,1710,7,-117.10646057128906,32.72901916503906
3397,2022,2022-12-20,1800,2,-117.23423004150392,32.851219177246094
3398,2022,2022-12-16,1820,5,-117.03321075439452,32.568328857421875
3399,2022,2022-12-18,325,7,-117.07258605957033,32.656463623046875
3400,2022,2022-12-21,50,3,-117.14788818359376,32.787879943847656
3401,2022,2022-12-15,1755,4,-117.22713470458984,32.89379119873047
3402,2022,2022-12-15,1406,4,-117.19068908691406,32.86515808105469
3403,2022,2022-12-21,1140,3,-117.1289291381836,32.76750183105469
3404,2022,2022-12-22,1430,4,-117.0356674194336,32.54606628417969
3405,2022,2022-12-22,1730,4,-117.04151153564452,32.55268096923828
3406,2022,2022-12-23,1445,5,-117.0668716430664,32.56092834472656
3407,2022,2022-12-23,1855,5,-117.07949066162108,33.01861572265625
