id,neighbourhood,latitude,longitude,room_type,price
4261182,Loma Portal,32.74798,-117.21741,Entire home/apt,600
4271026,Pacific Beach,32.79593,-117.24536,Entire home/apt,633
4287705,East Village,32.71198,-117.15797,Entire home/apt,102
4304429,La Jolla,32.82789,-117.28009,Entire home/apt,750
4305303,Balboa Park,32.72465,-117.13312,Entire home/apt,199
4341122,Balboa Park,32.72756,-117.13074,Entire home/apt,220
4348586,Mission Bay,32.76168,-117.25166,Entire home/apt,369
4350317,Midtown,32.74248,-117.15177,Entire home/apt,115
4350971,Mission Bay,32.75979,-117.25062,Entire home/apt,436
4370851,Mission Bay,32.76036,-117.25059,Entire home/apt,368
4393392,Mission Bay,32.77777,-117.25279,Entire home/apt,316
4401182,Mission Bay,32.76204,-117.25186,Entire home/apt,275
4403318,Mission Bay,32.76181,-117.25207,Entire home/apt,432
4404394,Loma Portal,32.74999,-117.23333,Entire home/apt,96
4416367,Mission Bay,32.76224,-117.24974,Entire home/apt,231
4421628,Southwest,32.605,-117.09298,Entire home/apt,100
4436522,Mission Bay,32.76347,-117.25176,Entire home/apt,261
4493583,Mission Bay,32.763,-117.25142,Entire home/apt,237
4504426,Mission Bay,32.79325,-117.24239,Entire home/apt,218
4558846,Loma Portal,32.74919,-117.24132,Entire home/apt,207
4564676,Mission Bay,32.77804,-117.25176,Entire home/apt,664
4566622,University City,32.8535,-117.2035,Entire home/apt,99
4580677,North Hills,32.73818,-117.12917,Entire home/apt,248
4585708,Ocean Beach,32.7395,-117.2501,Entire home/apt,231
4588931,South Park,32.72327,-117.12778,Entire home/apt,414
4601701,Midtown,32.74295,-117.17659,Entire home/apt,126
4605402,West University Heights,32.7575,-117.13935,Entire home/apt,86
4613374,Gateway,32.72771,-117.10884,Entire home/apt,160
4623080,Ocean Beach,32.75177,-117.24917,Entire home/apt,139
4624282,Mission Bay,32.79272,-117.24168,Entire home/apt,199
4639208,Midtown,32.73691940307617,-117.16433715820312,Entire home/apt,445
4652671,Grant Hill,32.70813,-117.14112,Entire home/apt,123
4661851,Grant Hill,32.7108,-117.14393,Entire home/apt,105
4720975,Pacific Beach,32.80727,-117.24281,Entire home/apt,128
4726637,Bay Ho,32.81042,-117.21163,Entire home/apt,90
4745141,Mission Bay,32.76628,-117.25073,Entire home/apt,367
4796400,West University Heights,32.7547,-117.14981,Entire home/apt,665
4807730,Mission Bay,32.76568,-117.25175,Entire home/apt,175
4816925,La Jolla,32.84018,-117.28047,Entire home/apt,114
4821056,Mission Bay,32.77368,-117.25275,Entire home/apt,342
4823752,Ocean Beach,32.73862,-117.25354,Entire home/apt,382
4824356,Loma Portal,32.75197,-117.23254,Entire home/apt,165
4841072,Marina,32.7086,-117.16299,Entire home/apt,411
4849873,Normal Heights,32.76643,-117.12452,Entire home/apt,123
4863601,Memorial,32.70015,-117.13641,Entire home/apt,150
4900694,Gaslamp Quarter,32.70850372314453,-117.15968322753906,Entire home/apt,229
4951086,Loma Portal,32.74826,-117.24437,Entire home/apt,194
4951262,Mission Bay,32.780744,-117.252187,Entire home/apt,189
4951548,Pacific Beach,32.80477,-117.25122,Entire home/apt,215
4966895,South Park,32.728878021240234,-117.1260986328125,Entire home/apt,211
4986250,North Hills,32.75167,-117.14029,Entire home/apt,145
4995256,Grant Hill,32.71151,-117.1425,Entire home/apt,99
4997312,Normal Heights,32.75829,-117.12219,Entire home/apt,95
5014151,Pacific Beach,32.79615,-117.24751,Entire home/apt,314
