neighbourhood,latitude,longitude,room_type,price
Pacific Beach,32.79977,-117.24648,Entire home/apt,525
North Hills,32.74512,-117.13347,Entire home/apt,120
East Village,32.7042,-117.15017,Entire home/apt,350
University City,32.87,-117.22669,Entire home/apt,178
University City,32.86931,-117.22708,Entire home/apt,118
Pacific Beach,32.80575,-117.2479,Entire home/apt,218
Pacific Beach,32.79999,-117.24615,Entire home/apt,526
Old Town,32.74322,-117.18402,Entire home/apt,265
Core,32.71693,-117.16167,Entire home/apt,163
La Jolla,32.8082,-117.26381,Entire home/apt,4500
Valencia Park,32.70015,-117.07806,Entire home/apt,96
La Jolla,32.83245,-117.2755,Entire home/apt,825
Pacific Beach,32.79585,-117.2479,Entire home/apt,488
North Hills,32.746155,-117.140282,Entire home/apt,130
University City,32.87537,-117.21842,Entire home/apt,120
Mission Bay,32.77859,-117.25345,Entire home/apt,327
La Jolla Village,32.86297,-117.23162,Entire home/apt,250
Mission Bay,32.76714,-117.25017,Entire home/apt,461
North Hills,32.75325,-117.13755,Entire home/apt,110
La Jolla,32.82179,-117.24977,Entire home/apt,1800
Little Italy,32.72124,-117.16858,Entire home/apt,90
Pacific Beach,32.79745,-117.23876,Entire home/apt,307
La Jolla,32.8126348,-117.2513697,Entire home/apt,777
Mission Bay,32.77594,-117.25332,Entire home/apt,574
Balboa Park,32.71618,-117.12999,Entire home/apt,116
Ocean Beach,32.74594,-117.25254,Entire home/apt,123
University City,32.86012,-117.22834,Entire home/apt,300
Mission Bay,32.7724,-117.25127,Entire home/apt,305
Mission Bay,32.76248,-117.24963,Entire home/apt,401
Pacific Beach,32.80596,-117.257496,Entire home/apt,898
Little Italy,32.721779,-117.168968,Entire home/apt,277
Moreno Mission,32.77331,-117.20206,Entire home/apt,110
La Jolla,32.8445,-117.27684,Entire home/apt,180
East Village,32.71146,-117.15848,Entire home/apt,178
Grant Hill,32.71096,-117.12389,Entire home/apt,268
Grant Hill,32.71039,-117.12559,Entire home/apt,224
Pacific Beach,32.79514,-117.25095,Entire home/apt,172
Bay Park,32.78457,-117.20588,Entire home/apt,100
Grant Hill,32.71047,-117.12363,Entire home/apt,3383
Midtown,32.73123,-117.1679,Entire home/apt,400
Mission Bay,32.79239,-117.24591,Entire home/apt,215
East Village,32.70894,-117.15535,Entire home/apt,208
University City,32.84279,-117.21971,Entire home/apt,215
Carmel Valley,32.94577,-117.22946,Entire home/apt,145
Mission Bay,32.78824,-117.25362,Entire home/apt,380
Bay Park,32.78061,-117.20091,Entire home/apt,350
Pacific Beach,32.80313,-117.2337,Entire home/apt,459
Rancho Penasquitos,32.95381369664852,-117.10452764524716,Entire home/apt,286
North Hills,32.7644,-117.13137,Entire home/apt,145
Ocean Beach,32.75246,-117.24936,Entire home/apt,350
Pacific Beach,32.80333,-117.23535,Entire home/apt,363
Pacific Beach,32.8045,-117.25218,Entire home/apt,240
Normal Heights,32.76209,-117.12571,Entire home/apt,122
Bay Park,32.77621,-117.19351,Entire home/apt,225
Pacific Beach,32.79958,-117.25527,Entire home/apt,119
North Hills,32.74331,-117.13693,Entire home/apt,150
North Hills,32.7363,-117.12402,Entire home/apt,305
Pacific Beach,32.801665,-117.258119,Entire home/apt,397
Kensington,32.76257,-117.10514,Entire home/apt,130
La Jolla Village,32.86759,-117.23377,Entire home/apt,390
Sorrento Valley,32.88143,-117.21069,Entire home/apt,137
Northwest,32.6476,-117.09735,Entire home/apt,307
Ocean Beach,32.7389623,-117.2530763,Entire home/apt,199
Mission Bay,32.77459,-117.25221,Entire home/apt,570
Balboa Park,32.72457,-117.13214,Entire home/apt,138
Loma Portal,32.74523,-117.24548,Entire home/apt,135
Grantville,32.78266,-117.11251,Entire home/apt,87
Pacific Beach,32.79988,-117.24375,Entire home/apt,118
Pacific Beach,32.79988,-117.24377,Entire home/apt,188
Little Italy,32.72255045852432,-117.16813737746058,Entire home/apt,292
Ocean Beach,32.73565,-117.25375,Entire home/apt,206
Pacific Beach,32.80988,-117.22789,Entire home/apt,160
Chollas View,32.7162,-117.09564,Entire home/apt,150
Grant Hill,32.70975,-117.1235,Entire home/apt,103
La Jolla,32.81046,-117.26582,Entire home/apt,185
Mission Bay,32.77257,-117.25111,Entire home/apt,1150
Mission Bay,32.77282,-117.25135,Entire home/apt,642
Mission Bay,32.77313,-117.25317,Entire home/apt,633
Mission Bay,32.76643,-117.25248,Entire home/apt,231
Mission Bay,32.76653,-117.25309,Entire home/apt,1116
City Heights West,32.74488,-117.11664,Entire home/apt,84
Del Cerro,32.78774,-117.08336,Entire home/apt,203
University City,32.86566,-117.21143,Entire home/apt,231
La Jolla,32.82556,-117.27063,Entire home/apt,865
Loma Portal,32.73986,-117.23398,Entire home/apt,128
Mission Bay,32.78277,-117.25261,Entire home/apt,500
Mission Bay,32.77274,-117.25093,Entire home/apt,173
Midtown,32.73971,-117.17334,Entire home/apt,142
Midtown,32.73984,-117.17284,Entire home/apt,157
Midtown,32.73964,-117.17147,Entire home/apt,94
North Hills,32.75418,-117.1322,Entire home/apt,570
Old Town,32.744102478027344,-117.1832046508789,Entire home/apt,152
Mission Bay,32.78731,-117.23677,Entire home/apt,448
Pacific Beach,32.79885,-117.25661,Entire home/apt,978
Jomacha-Lomita,32.71301,-117.02795,Entire home/apt,139
Mission Bay,32.76083,-117.2496,Entire home/apt,151
Mission Bay,32.76641,-117.25108,Entire home/apt,206
Mission Bay,32.78777,-117.25365,Entire home/apt,156
Bay Park,32.79035,-117.19419,Entire home/apt,115
North Hills,32.75248,-117.13237,Entire home/apt,89
University City,32.86849,-117.2241,Entire home/apt,125
Roseville,32.73531,-117.23175,Entire home/apt,160
Bay Ho,32.82036,-117.2128,Entire home/apt,130
Pacific Beach,32.80801,-117.24651,Entire home/apt,450
Del Cerro,32.78816,-117.08315,Entire home/apt,133
Midtown,32.73841,-117.17134,Entire home/apt,243
Mission Bay,32.77224,-117.25,Entire home/apt,168
Pacific Beach,32.80463,-117.26076,Entire home/apt,871
Ocean Beach,32.72853,-117.25281,Entire home/apt,873
East Village,32.71729,-117.15341,Entire home/apt,281
Pacific Beach,32.80483,-117.26032,Entire home/apt,879
Pacific Beach,32.79317,-117.2449,Entire home/apt,350
City Heights West,32.75275,-117.11603,Entire home/apt,106
Pacific Beach,32.80215,-117.24011,Entire home/apt,243
Mission Bay,32.79035,-117.25333,Entire home/apt,636
Pacific Beach,32.801155,-117.23111,Entire home/apt,130
East Village,32.7111,-117.15468,Entire home/apt,207
La Jolla,32.83058,-117.26416,Entire home/apt,134
Ocean Beach,32.74587,-117.24728,Entire home/apt,150
East Village,32.7109,-117.15575,Entire home/apt,144
Little Italy,32.72086,-117.16654,Entire home/apt,109
North Hills,32.75128,-117.1377,Entire home/apt,223
Core,32.71888,-117.15974,Entire home/apt,106
North Hills,32.74042,-117.12622,Entire home/apt,149
Mission Bay,32.78862,-117.24014,Entire home/apt,427
Balboa Park,32.71892,-117.12991,Entire home/apt,561
Northwest,32.64652,-117.09122,Entire home/apt,80
Ocean Beach,32.74524,-117.2527,Entire home/apt,381
Pacific Beach,32.79986,-117.24375,Entire home/apt,120
West University Heights,32.75601,-117.15019,Entire home/apt,250
Pacific Beach,32.801745,-117.258097,Entire home/apt,371
Pacific Beach,32.801749,-117.258154,Entire home/apt,397
Mission Bay,32.79031,-117.24118,Entire home/apt,525
La Jolla,32.83974075317383,-117.2623519897461,Entire home/apt,2044
La Jolla,32.85357,-117.25548,Entire home/apt,1786
North Hills,32.74999,-117.13561,Entire home/apt,219
Mission Bay,32.78098,-117.25269,Entire home/apt,343
North Hills,32.75446,-117.12845,Entire home/apt,156
La Jolla,32.81198199165021,-117.26114609863438,Entire home/apt,253
Bay Park,32.78769,-117.19374,Entire home/apt,608
Mission Bay,32.77829,-117.25313,Entire home/apt,612
Loma Portal,32.74154,-117.24276,Entire home/apt,295
Old Town,32.75080109,-117.16600037,Entire home/apt,419
City Heights East,32.73307,-117.0993,Entire home/apt,180
Mission Bay,32.78332,-117.25203,Entire home/apt,536
Bay Park,32.79027,-117.20587,Entire home/apt,133
Mission Bay,32.7773798,-117.2522256,Entire home/apt,467
Balboa Park,32.72857,-117.1322,Entire home/apt,238
Bay Ho,32.83498,-117.22997,Entire home/apt,200
Pacific Beach,32.80767,-117.25337,Entire home/apt,218
Loma Portal,32.7495,-117.24237,Entire home/apt,208
Mission Bay,32.76515,-117.25175,Entire home/apt,451
Mission Bay,32.79088,-117.23754,Entire home/apt,211
Pacific Beach,32.80569,-117.24301,Entire home/apt,299
Mission Bay,32.763729,-117.250427,Entire home/apt,387
Mission Bay,32.763716,-117.250503,Entire home/apt,334
Mira Mesa,32.9055,-117.15007,Entire home/apt,357
Mission Bay,32.78674,-117.23861,Entire home/apt,310
Rancho Penasquitos,32.95808,-117.14623,Entire home/apt,380
North Hills,32.74111,-117.11714,Entire home/apt,300
Pacific Beach,32.79426,-117.25491,Entire home/apt,549
Mission Bay,32.77971,-117.25334,Entire home/apt,384
City Heights East,32.73292,-117.09912,Entire home/apt,214
Roseville,32.74199,-117.21673,Entire home/apt,235
La Jolla,32.85561,-117.25625,Entire home/apt,800
Memorial,32.69951,-117.12452,Entire home/apt,169
Mission Bay,32.77306,-117.25139,Entire home/apt,305
Park West,32.72872,-117.16613,Entire home/apt,380
Mission Bay,32.76151,-117.25292,Entire home/apt,411
Mission Bay,32.76228,-117.25067,Entire home/apt,825
La Jolla,32.81002,-117.26064,Entire home/apt,254
North City,32.95876,-117.23426,Entire home/apt,174
Little Italy,32.72261,-117.16799,Entire home/apt,136
Linda Vista,32.76807,-117.17584,Entire home/apt,160
Midtown,32.74478,-117.17887,Entire home/apt,557
North Hills,32.73451,-117.12343,Entire home/apt,106
City Heights East,32.73497,-117.09761,Entire home/apt,196
East Village,32.71117,-117.15878,Entire home/apt,107
La Jolla,32.84779,-117.27568,Entire home/apt,505
Encanto,32.72689,-117.05496,Entire home/apt,127
La Jolla,32.82828,-117.27634,Entire home/apt,178
Mission Bay,32.76353,-117.25155,Entire home/apt,299
Ocean Beach,32.7527452,-117.24963,Entire home/apt,301
Memorial,32.70298,-117.13356,Entire home/apt,311
North Hills,32.75067,-117.14115,Entire home/apt,78
North Hills,32.75874,-117.1322,Entire home/apt,268
City Heights East,32.73504,-117.09938,Entire home/apt,244
Memorial,32.69752,-117.12932,Entire home/apt,84
Ocean Beach,32.7528176,-117.2496048,Entire home/apt,202
Marina,32.71069,-117.16771,Entire home/apt,249
North Hills,32.73143,-117.12827,Entire home/apt,121
Mission Bay,32.78191,-117.2524,Entire home/apt,859
Pacific Beach,32.80598,-117.25713,Entire home/apt,436
Ocean Beach,32.74679,-117.24812,Entire home/apt,156
Clairemont Mesa,32.82518,-117.17167,Entire home/apt,464
Cortez Hill,32.72167,-117.15684,Entire home/apt,303
Clairemont Mesa,32.8301,-117.18394,Entire home/apt,140
Cortez Hill,32.72169,-117.15865,Entire home/apt,210
Mount Hope,32.71439,-117.10993,Entire home/apt,1246
Pacific Beach,32.79503,-117.23634,Entire home/apt,185
El Cerritos,32.75681,-117.07053,Entire home/apt,114
Pacific Beach,32.80641,-117.24028,Entire home/apt,243
Park West,32.72609,-117.16295,Entire home/apt,1102
Gaslamp Quarter,32.71273,-117.15946,Entire home/apt,179
Marina,32.71073,-117.16912,Entire home/apt,233
Mission Bay,32.78455,-117.25193,Entire home/apt,780
Memorial,32.6998,-117.12275,Entire home/apt,168
Pacific Beach,32.79593,-117.24356,Entire home/apt,162
Old Town,32.74361,-117.1854,Entire home/apt,247
Midtown,32.74804,-117.1662,Entire home/apt,200
Normal Heights,32.77431,-117.11852,Entire home/apt,55
La Jolla,32.81983,-117.25355,Entire home/apt,115
Memorial,32.69786,-117.12278,Entire home/apt,143
Midtown,32.73595,-117.16914,Entire home/apt,175
Oak Park,32.73681,-117.0796,Entire home/apt,191
North Hills,32.74125,-117.13181,Entire home/apt,475
Gaslamp Quarter,32.71269,-117.15976,Entire home/apt,184
Grant Hill,32.70971,-117.12157,Entire home/apt,103
Old Town,32.75337,-117.16253,Entire home/apt,225
Mission Bay,32.7872,-117.25286,Entire home/apt,270
North Hills,32.74407,-117.13821,Entire home/apt,311
Pacific Beach,32.801705,-117.258127,Entire home/apt,434
Memorial,32.6976,-117.12385,Entire home/apt,167
Core,32.71712,-117.1645,Entire home/apt,115
Pacific Beach,32.8073,-117.25368,Entire home/apt,411
Normal Heights,32.76772,-117.12245,Entire home/apt,197
Valencia Park,32.69863,-117.0779,Entire home/apt,116
Moreno Mission,32.77103,-117.19801,Entire home/apt,211
La Jolla,32.84847,-117.24671,Entire home/apt,338
East Village,32.70414,-117.1485,Entire home/apt,182
Mission Bay,32.77398,-117.24991,Entire home/apt,1053
Midtown,32.74804,-117.1662,Entire home/apt,191
Valencia Park,32.70018,-117.07789,Entire home/apt,114
Mission Bay,32.76011,-117.2496,Entire home/apt,625
North Hills,32.75163,-117.14259,Entire home/apt,203
North Hills,32.74357,-117.1369,Entire home/apt,125
Ocean Beach,32.74718,-117.24751,Entire home/apt,252
North Clairemont,32.83638,-117.18063,Entire home/apt,656
Ocean Beach,32.73795,-117.24135,Entire home/apt,750
Roseville,32.73905,-117.21746,Entire home/apt,118
Mission Bay,32.76179886,-117.2519989,Entire home/apt,486
Pacific Beach,32.79683,-117.25691,Entire home/apt,443
Old Town,32.74659,-117.18016,Entire home/apt,196
Kensington,32.75975,-117.10692,Entire home/apt,155
San Carlos,32.78306,-117.05444,Entire home/apt,176
Pacific Beach,32.79357,-117.25386,Entire home/apt,536
University City,32.8642,-117.21448,Entire home/apt,120
Linda Vista,32.79532,-117.17537,Entire home/apt,218
Mission Bay,32.76176,-117.25199,Entire home/apt,399
Gaslamp Quarter,32.71487,-117.15976,Entire home/apt,180
La Jolla,32.83256,-117.27552,Entire home/apt,282
Normal Heights,32.76513,-117.12075,Entire home/apt,198
La Jolla,32.83226,-117.27731,Entire home/apt,172
La Jolla,32.82784,-117.26627,Entire home/apt,160
Grant Hill,32.71045,-117.1254,Entire home/apt,250
Darnall,32.74796,-117.05408,Entire home/apt,114
Core,32.71807,-117.15383,Entire home/apt,273
Rolando,32.75474,-117.05828,Entire home/apt,349
Moreno Mission,32.76658,-117.19189,Entire home/apt,195
Mission Bay,32.76179886,-117.2519989,Entire home/apt,399
Park West,32.72812,-117.1629,Entire home/apt,542
Ocean Beach,32.75058,-117.24302,Entire home/apt,132
Balboa Park,32.71498,-117.13039,Entire home/apt,140
Grant Hill,32.711,-117.12693,Entire home/apt,179
Bario Logan,32.69769,-117.14185,Entire home/apt,259
Mission Bay,32.78692626953125,-117.2530746459961,Entire home/apt,565
Pacific Beach,32.79948,-117.2494,Entire home/apt,142
Loma Portal,32.7507,-117.23652,Entire home/apt,834
Ocean Beach,32.74677,-117.24592,Entire home/apt,162
West University Heights,32.7537,-117.1528,Entire home/apt,236
Mission Bay,32.790306,-117.233398,Entire home/apt,364
Memorial,32.69947,-117.12242,Entire home/apt,137
Midtown District,32.73162,-117.22105,Entire home/apt,350
North Hills,32.74549,-117.1305,Entire home/apt,138
Midtown,32.73245,-117.16888,Entire home/apt,169
La Jolla,32.85211,-117.23827,Entire home/apt,1535
Rancho Penasquitos,32.95868,-117.16314,Entire home/apt,395
West University Heights,32.75896,-117.14425,Entire home/apt,145
Midtown,32.74764,-117.15005,Entire home/apt,169
Mission Bay,32.79161,-117.24381,Entire home/apt,303
Rolando,32.75477,-117.05815,Entire home/apt,81
North Hills,32.75346,-117.13861,Entire home/apt,160
Mission Bay,32.78408,-117.25163,Entire home/apt,480
Northwest,32.62653,-117.0651,Entire home/apt,95
Balboa Park,32.74116,-117.13547,Entire home/apt,136
Normal Heights,32.76121,-117.11123,Entire home/apt,250
South Park,32.72437,-117.12558,Entire home/apt,98
Balboa Park,32.71471,-117.14265,Entire home/apt,146
City Heights West,32.74736,-117.11993,Entire home/apt,122
Midtown,32.74766,-117.15502,Entire home/apt,160
City Heights West,32.73198,-117.10239,Entire home/apt,85
Little Italy,32.72507,-117.16681,Entire home/apt,167
Sunbow,32.62372,-117.02655,Entire home/apt,220
Pacific Beach,32.79503,-117.23634,Entire home/apt,152
Linda Vista,32.79084,-117.17462,Entire home/apt,90
Normal Heights,32.76191,-117.12603,Entire home/apt,110
Northwest,32.64412,-117.09889,Entire home/apt,225
Mission Bay,32.79129,-117.25051,Entire home/apt,1495
Grant Hill,32.7082097,-117.1409534,Entire home/apt,135
Core,32.71902,-117.15893,Entire home/apt,263
Mission Bay,32.79154,-117.24446,Entire home/apt,264
Grant Hill,32.71411,-117.12865,Entire home/apt,98
Ocean Beach,32.75343,-117.24884,Entire home/apt,263
Memorial,32.69963,-117.12271,Entire home/apt,136
Clairemont Mesa,32.83086,-117.1853,Entire home/apt,833
Midtown,32.73465,-117.16925,Entire home/apt,334
Ocean Beach,32.74883,-117.25057,Entire home/apt,343
Midtown,32.74197,-117.15971,Entire home/apt,350
City Heights West,32.7547,-117.11563,Entire home/apt,161
South Park,32.72839,-117.12874,Entire home/apt,105
Park West,32.72707,-117.16279,Entire home/apt,105
City Heights West,32.74546,-117.11447,Entire home/apt,83
Normal Heights,32.75885,-117.12285,Entire home/apt,114
East Village,32.71235,-117.15776,Entire home/apt,182
East Village,32.71267,-117.15453,Entire home/apt,200
North Hills,32.744232177734375,-117.12419891357422,Entire home/apt,132
La Jolla,32.83829,-117.27338,Entire home/apt,225
University City,32.85206,-117.22251,Entire home/apt,545
Loma Portal,32.7417,-117.22701,Entire home/apt,175
Mission Bay,32.77911,-117.25311,Entire home/apt,701
Midtown,32.74347,-117.14899,Entire home/apt,219
Balboa Park,32.71727,-117.13658,Entire home/apt,123
North Clairemont,32.83586,-117.20059,Entire home/apt,327
Midtown,32.7448,-117.15127,Entire home/apt,157
Mission Bay,32.76382,-117.25214,Entire home/apt,571
Mission Bay,32.763809,-117.252068,Entire home/apt,581
North Hills,32.73924,-117.12547,Entire home/apt,172
Bay Park,32.77360322210116,-117.20422174230468,Entire home/apt,95
Old Town,32.74297,-117.1843,Entire home/apt,224
La Jolla,32.85623,-117.24844,Entire home/apt,648
North City,32.96363,-117.23016,Entire home/apt,274
Old Town,32.74284,-117.18353,Entire home/apt,231
Old Town,32.74306,-117.18434,Entire home/apt,233
Northwest,32.63688,-117.08231,Entire home/apt,85
Old Town,32.74309,-117.1835,Entire home/apt,487
Midtown,32.7459,-117.16695,Entire home/apt,171
Loma Portal,32.74788,-117.23765,Entire home/apt,180
Normal Heights,32.76213,-117.12435,Entire home/apt,231
Ocean Beach,32.75181,-117.24427,Entire home/apt,169
Serra Mesa,32.78653,-117.14489,Entire home/apt,97
Mission Bay,32.77266,-117.25132,Entire home/apt,648
Pacific Beach,32.80133,-117.23388,Entire home/apt,130
Bay Ho,32.8356,-117.22831,Entire home/apt,200
Mission Bay,32.78626,-117.25277,Entire home/apt,691
University City,32.8605,-117.18753,Entire home/apt,76
Marina,32.71391,-117.16707,Entire home/apt,194
East Village,32.71741,-117.15351,Entire home/apt,85
Ocean Beach,32.75335,-117.24815,Entire home/apt,250
Mission Bay,32.76144,-117.25116,Entire home/apt,450
Mission Bay,32.762,-117.24953,Entire home/apt,479
Mission Bay,32.77771,-117.25256,Entire home/apt,279
Ocean Beach,32.75135,-117.25155,Entire home/apt,442
Midtown,32.74779,-117.1648,Entire home/apt,215
Normal Heights,32.75836,-117.1219,Entire home/apt,198
South Park,32.7292,-117.12533,Entire home/apt,160
Park West,32.72643116774335,-117.16541657322236,Entire home/apt,261
South Park,32.72391,-117.12864,Entire home/apt,115
Pacific Beach,32.79816,-117.24074,Entire home/apt,415
East Village,32.71065,-117.15004,Entire home/apt,141
Little Italy,32.72179,-117.16895,Entire home/apt,212
Mira Mesa,32.92111,-117.12448,Entire home/apt,606
La Jolla Village,32.86012,-117.23541,Entire home/apt,120
Mission Bay,32.76334,-117.25103,Entire home/apt,850
North Hills,32.75151,-117.13007,Entire home/apt,165
Park West,32.72628,-117.16262,Entire home/apt,75
Mission Bay,32.79101,-117.24022,Entire home/apt,276
Mission Bay,32.79172,-117.24419,Entire home/apt,322
Little Italy,32.72318,-117.1682,Entire home/apt,225
Park West,32.7284,-117.16317,Entire home/apt,82
Little Italy,32.72453,-117.16777,Entire home/apt,208
Little Italy,32.72369,-117.16712,Entire home/apt,225
Grant Hill,32.70896,-117.13037,Entire home/apt,117
Grant Hill,32.71175,-117.13915,Entire home/apt,115
Old Town,32.74412,-117.18375,Entire home/apt,1225
Clairemont Mesa,32.8329,-117.19238,Entire home/apt,195
West University Heights,32.75789,-117.15191,Entire home/apt,170
North Clairemont,32.84067,-117.20876,Entire home/apt,95
Midtown,32.74417,-117.15274,Entire home/apt,250
Pacific Beach,32.7992,-117.23228,Entire home/apt,165
Normal Heights,32.762314,-117.117104,Entire home/apt,147
Lake Murray,32.81012,-117.04747,Entire home/apt,446
Little Italy,32.72469,-117.16778,Entire home/apt,135
Mission Bay,32.78982,-117.2374,Entire home/apt,192
Park West,32.72789,-117.16444,Entire home/apt,102
Pacific Beach,32.80712,-117.23759,Entire home/apt,118
West University Heights,32.76234,-117.14089,Entire home/apt,107
Mission Bay,32.77564,-117.25124,Entire home/apt,267
Mission Bay,32.77774,-117.25331,Entire home/apt,314
Carmel Valley,32.95751,-117.19756,Entire home/apt,460
East Village,32.72041,-117.15561,Entire home/apt,136
North Hills,32.74816,-117.14045,Entire home/apt,208
Encanto,32.73239,-117.05057,Entire home/apt,84
Pacific Beach,32.80149,-117.25778,Entire home/apt,373
Midtown,32.73902893066406,-117.16243743896484,Entire home/apt,260
Midtown,32.73823,-117.16323,Entire home/apt,620
East Village,32.71053,-117.15605,Entire home/apt,240
Midtown,32.7326,-117.1638,Entire home/apt,2000
College Area,32.76007,-117.07801,Entire home/apt,300
La Jolla,32.84846,-117.27566,Entire home/apt,424
Ocean Beach,32.75294,-117.24966,Entire home/apt,510
Talmadge,32.75748,-117.09819,Entire home/apt,85
Midtown,32.73245,-117.16876,Entire home/apt,428
Park West,32.72797,-117.16495,Entire home/apt,203
Old Town,32.75245,-117.16473,Entire home/apt,162
Gaslamp Quarter,32.71128,-117.16015,Entire home/apt,2300
Balboa Park,32.7188,-117.13613,Entire home/apt,175
Torrey Pines,32.87303,-117.24614,Entire home/apt,172
Old Town,32.7429,-117.18398,Entire home/apt,164
Old Town,32.74362,-117.18365,Entire home/apt,147
North Hills,32.74129,-117.13702,Entire home/apt,293
Mission Bay,32.78298,-117.25258,Entire home/apt,325
Normal Heights,32.76598,-117.11195,Entire home/apt,135
Little Italy,32.72635,-117.17154,Entire home/apt,211
Mission Bay,32.77403,-117.25167,Entire home/apt,999
Pacific Beach,32.799129,-117.250206,Entire home/apt,369
Pacific Beach,32.79845,-117.24601,Entire home/apt,172
Normal Heights,32.76529,-117.11349,Entire home/apt,200
East Village,32.71212,-117.15928,Entire home/apt,184
Roseville,32.72607,-117.23626,Entire home/apt,172
Rancho Penasquitos,32.98145,-117.1237,Entire home/apt,436
City Heights East,32.75181,-117.09758,Entire home/apt,94
Mission Bay,32.79207,-117.24546,Entire home/apt,400
Mission Bay,32.77255,-117.25182,Entire home/apt,545
Pacific Beach,32.797089,-117.249474,Entire home/apt,485
Pacific Beach,32.7989,-117.23501,Entire home/apt,288
Northwest,32.62082,-117.07458,Entire home/apt,94
Mission Bay,32.77591,-117.25123,Entire home/apt,1543
North Hills,32.74896,-117.12994,Entire home/apt,130
Pacific Beach,32.79811,-117.24992,Entire home/apt,280
Bay Ho,32.83561,-117.22823,Entire home/apt,150
Memorial,32.703449,-117.139099,Entire home/apt,114
City Heights East,32.75315,-117.0988,Entire home/apt,137
Pacific Beach,32.80428,-117.23018,Entire home/apt,254
North Hills,32.74686,-117.13912,Entire home/apt,158
South Park,32.72947,-117.11886,Entire home/apt,159
Loma Portal,32.74771,-117.24451,Entire home/apt,108
Midtown,32.74055,-117.15297,Entire home/apt,215
Mission Bay,32.77915,-117.25246,Entire home/apt,387
Mission Bay,32.78591,-117.25288,Entire home/apt,632
University City,32.86126,-117.21944,Entire home/apt,365
Loma Portal,32.74606,-117.24607,Entire home/apt,128
Pacific Beach,32.80056,-117.25719,Entire home/apt,538
Marina,32.71137,-117.16173,Entire home/apt,109
Marina,32.71141,-117.16356,Entire home/apt,149
Bay Terrace,32.70324,-117.04235,Entire home/apt,141
North Hills,32.74875,-117.14519,Entire home/apt,362
Tierrasanta,32.83569,-117.10687,Entire home/apt,459
Pacific Beach,32.80107,-117.23049,Entire home/apt,119
Ocean Beach,32.7467,-117.2466,Entire home/apt,123
Encanto,32.71781,-117.06115,Entire home/apt,143
West University Heights,32.75533,-117.15727,Entire home/apt,137
University City,32.85594,-117.23088,Entire home/apt,132
Encanto,32.72544,-117.05697,Entire home/apt,465
Rolando,32.76451,-117.05223,Entire home/apt,124
Mission Bay,32.78316,-117.2534,Entire home/apt,551
Pacific Beach,32.797112,-117.249474,Entire home/apt,432
Pacific Beach,32.79895,-117.24587,Entire home/apt,173
North Hills,32.74227,-117.12526,Entire home/apt,165
Serra Mesa,32.7979,-117.14351,Entire home/apt,107
Little Italy,32.72478,-117.16917,Entire home/apt,145
East Village,32.71006,-117.156,Entire home/apt,130
Park West,32.72864,-117.16537,Entire home/apt,190
North Hills,32.74304,-117.1244,Entire home/apt,162
Moreno Mission,32.77133,-117.19784,Entire home/apt,346
Loma Portal,32.74725,-117.24289,Entire home/apt,161
Roseville,32.72479,-117.23329,Entire home/apt,95
Midtown,32.74509,-117.15588,Entire home/apt,3420
Mira Mesa,32.9309,-117.13675,Entire home/apt,211
Bay Park,32.79132,-117.20152,Entire home/apt,95
Mission Bay,32.79017,-117.23247,Entire home/apt,900
Pacific Beach,32.80878,-117.25642,Entire home/apt,224
La Jolla,32.83825,-117.27529,Entire home/apt,714
Webster,32.73579,-117.09187,Entire home/apt,102
Mission Bay,32.77296,-117.25176,Entire home/apt,257
Ocean Beach,32.74425,-117.2541,Entire home/apt,172
San Carlos,32.78468,-117.05843,Entire home/apt,499
Del Mar Heights,32.93385,-117.25165,Entire home/apt,249
Southwest,32.61597,-117.06167,Entire home/apt,175
Memorial,32.7015380859375,-117.1399154663086,Entire home/apt,323
Ocean Beach,32.745488,-117.253637,Entire home/apt,252
Cortez Hill,32.72052,-117.15772,Entire home/apt,135
Grant Hill,32.71187,-117.12549,Entire home/apt,4277
City Heights East,32.7413,-117.09463,Entire home/apt,103
Jomacha-Lomita,32.71733,-117.03115,Entire home/apt,195
Mission Bay,32.77603,-117.25158,Entire home/apt,282
Mission Bay,32.77706,-117.2529,Entire home/apt,603
Mission Bay,32.77991,-117.25345,Entire home/apt,329
Mission Bay,32.78219,-117.25387,Entire home/apt,406
Mission Bay,32.77979,-117.25348,Entire home/apt,425
Mission Bay,32.78178,-117.25276,Entire home/apt,316
Mission Bay,32.78206,-117.25259,Entire home/apt,425
La Jolla,32.85801,-117.25529,Entire home/apt,1086
Ocean Beach,32.73949,-117.25043,Entire home/apt,390
Pacific Beach,32.79962,-117.25815,Entire home/apt,294
Midtown,32.74652,-117.1619,Entire home/apt,301
Midtown,32.74652,-117.1619,Entire home/apt,212
Del Mar Heights,32.93837,-117.2572,Entire home/apt,190
Midtown,32.74652,-117.1619,Entire home/apt,161
Midtown,32.74652,-117.1619,Entire home/apt,146
Midtown,32.74652,-117.1619,Entire home/apt,203
Midtown,32.74652,-117.1619,Entire home/apt,159
Midtown,32.74652,-117.1619,Entire home/apt,185
La Jolla,32.84893,-117.27084,Entire home/apt,189
Midtown,32.7464,-117.17066,Entire home/apt,108
Mission Bay,32.76284,-117.25178,Entire home/apt,351
La Jolla,32.84701,-117.26719,Entire home/apt,265
Mission Bay,32.76201,-117.25178,Entire home/apt,655
