neighbourhood,latitude,longitude,room_type,price
Pacific Beach,32.79637,-117.24586,Entire home/apt,308
Mission Bay,32.76167,-117.25009,Entire home/apt,781
North Hills,32.75296,-117.14085,Entire home/apt,130
Southcrest,32.6955,-117.11373,Entire home/apt,246
Bay Park,32.78896,-117.19837,Entire home/apt,253
Cortez Hill,32.72124,-117.16541,Entire home/apt,195
East Village,32.708771,-117.155304,Entire home/apt,185
Kensington,32.75965,-117.10563,Entire home/apt,893
City Heights West,32.74722,-117.10696,Entire home/apt,242
Normal Heights,32.76919,-117.11848,Entire home/apt,100
City Heights East,32.74359,-117.09695,Entire home/apt,1000
Grant Hill,32.70945,-117.14713,Entire home/apt,188
Otay Ranch,32.61665,-116.96259,Entire home/apt,188
West University Heights,32.75814,-117.13943,Entire home/apt,221
Grant Hill,32.70771,-117.1268,Entire home/apt,196
Grant Hill,32.70942,-117.12651,Entire home/apt,195
Mission Bay,32.79504,-117.23027,Entire home/apt,3850
Ocean Beach,32.751022,-117.249001,Entire home/apt,161
Scripps Ranch,32.9332,-117.09783,Entire home/apt,268
City Heights West,32.7473,-117.10661,Entire home/apt,263
University City,32.84766,-117.22693,Entire home/apt,295
La Jolla,32.85059,-117.24943,Entire home/apt,501
Bay Park,32.78898,-117.19498,Entire home/apt,312
University City,32.86721,-117.22046,Entire home/apt,196
Cortez Hill,32.72016,-117.15596,Entire home/apt,126
Del Mar Heights,32.937256,-117.256279,Entire home/apt,265
Bay Park,32.80007,-117.19604,Entire home/apt,119
Mission Bay,32.76576,-117.22957,Entire home/apt,200
Ocean Beach,32.75378458835745,-117.24688307695833,Entire home/apt,400
Loma Portal,32.748001,-117.216927,Entire home/apt,158
Pacific Beach,32.80197,-117.23722,Entire home/apt,142
Gaslamp Quarter,32.71425,-117.16021,Entire home/apt,213
North Hills,32.756691,-117.1287,Entire home/apt,432
La Jolla,32.87012,-117.24088,Entire home/apt,542
Grantville,32.78669,-117.09938,Entire home/apt,350
Little Italy,32.72156,-117.17091,Entire home/apt,300
Allied Gardens,32.81385,-117.07942,Entire home/apt,290
Ocean Beach,32.74312,-117.25415,Entire home/apt,576
Mission Valley,32.77537,-117.14202,Entire home/apt,170
Roseville,32.73494,-117.22103,Entire home/apt,338
Loma Portal,32.75128,-117.23103,Entire home/apt,151
Rancho Penasquitos,32.98941,-117.1583,Entire home/apt,1000
North Hills,32.73123,-117.11836,Entire home/apt,230
East Village,32.71164,-117.15708,Entire home/apt,242
Midtown,32.73712,-117.16172,Entire home/apt,106
North Hills,32.763855,-117.133553,Entire home/apt,182
Clairemont Mesa,32.8266,-117.17922,Entire home/apt,243
Core,32.71517,-117.15653,Entire home/apt,770
Northwest,32.62655,-117.06921,Entire home/apt,549
Pacific Beach,32.80719,-117.24128,Entire home/apt,404
East Village,32.70876,-117.15552,Entire home/apt,213
East Village,32.71118,-117.14996,Entire home/apt,306
Clairemont Mesa,32.82978,-117.17064,Entire home/apt,305
Eastlake Vistas,32.64265,-116.9396,Entire home/apt,529
Mission Bay,32.783089,-117.252937,Entire home/apt,619
North Hills,32.74555,-117.13187,Entire home/apt,294
Mira Mesa,32.91353,-117.16043,Entire home/apt,1070
East Village,32.71029,-117.15538,Entire home/apt,696
East Village,32.71255,-117.15827,Entire home/apt,265
East Village,32.71219,-117.15535,Entire home/apt,205
East Village,32.71016,-117.14925,Entire home/apt,320
North Hills,32.74913,-117.14511,Entire home/apt,242
Alta Vista,32.69255,-117.05071,Entire home/apt,180
Pacific Beach,32.807475999993294,-117.22929666090852,Entire home/apt,1451
Carmel Valley,32.94176,-117.23628,Entire home/apt,250
Mission Bay,32.791897,-117.245888,Entire home/apt,421
Pacific Beach,32.80419,-117.23758,Entire home/apt,283
East Village,32.70777,-117.15844,Entire home/apt,250
Gaslamp Quarter,32.70916,-117.16034,Entire home/apt,240
Mission Bay,32.78039,-117.25239,Entire home/apt,199
North Clairemont,32.83513,-117.17785,Entire home/apt,176
Core,32.71802,-117.15451,Entire home/apt,119
East Village,32.71813,-117.1536,Entire home/apt,125
East Village,32.713802,-117.155396,Entire home/apt,551
Loma Portal,32.74994,-117.23326,Entire home/apt,327
Otay Ranch,32.61327,-116.96269,Entire home/apt,220
Cortez Hill,32.72332,-117.1577,Entire home/apt,110
La Jolla,32.81135,-117.26061,Entire home/apt,367
Gaslamp Quarter,32.71256,-117.15962,Entire home/apt,173
Gaslamp Quarter,32.7139,-117.16025,Entire home/apt,613
Mission Bay,32.78665,-117.25327,Entire home/apt,1534
East Village,32.71018,-117.15913,Entire home/apt,145
Memorial,32.7004,-117.12375,Entire home/apt,129
Ocean Beach,32.74114,-117.25348,Entire home/apt,227
Old Town,32.74845,-117.18953,Entire home/apt,151
Park West,32.7296,-117.16543,Entire home/apt,282
Sorrento Valley,32.90732,-117.16978,Entire home/apt,182
Mission Bay,32.776512,-117.252991,Entire home/apt,3199
Gaslamp Quarter,32.71397,-117.16049,Entire home/apt,465
Clairemont Mesa,32.82161,-117.17232,Entire home/apt,150
Carmel Valley,32.92259,-117.20098,Entire home/apt,137
Pacific Beach,32.80399,-117.25796,Entire home/apt,361
Mission Bay,32.79356,-117.23369,Entire home/apt,245
Mission Bay,32.791,-117.23773,Entire home/apt,400
Mission Bay,32.78012,-117.25318,Entire home/apt,390
College Area,32.76035,-117.08046,Entire home/apt,320
Del Mar Heights,32.93471,-117.24996,Entire home/apt,600
La Jolla,32.852715,-117.254135,Entire home/apt,654
Mission Bay,32.77309,-117.25184,Entire home/apt,752
East Village,32.71243,-117.15231,Entire home/apt,146
Rancho Penasquitos,32.96397,-117.14889,Entire home/apt,460
Linda Vista,32.77917,-117.17472,Entire home/apt,296
Wooded Area,32.70887,-117.237602,Entire home/apt,313
Ocean Beach,32.73915,-117.25111,Entire home/apt,599
Northwest,32.631683,-117.093674,Entire home/apt,120
Paradise Hills,32.6801,-117.05762,Entire home/apt,353
Little Italy,32.72463,-117.16628,Entire home/apt,196
Normal Heights,32.7672,-117.12809,Entire home/apt,172
Bay Ho,32.81453,-117.20512,Entire home/apt,121
Mountain View,32.6968,-117.10009,Entire home/apt,221
Old Town,32.755356,-117.160225,Entire home/apt,227
La Jolla,32.809124,-117.257988,Entire home/apt,250
Memorial,32.70204,-117.14313,Entire home/apt,209
Sabre Springs,32.95823,-117.08962,Entire home/apt,705
Memorial,32.70218,-117.14335,Entire home/apt,142
Midtown,32.74351,-117.16561,Entire home/apt,399
San Carlos,32.80757,-117.05041,Entire home/apt,136
Grantville,32.78644,-117.10977,Entire home/apt,213
Paradise Hills,32.68109,-117.05823,Entire home/apt,298
Normal Heights,32.76076,-117.12134,Entire home/apt,138
Mission Bay,32.77486,-117.25263,Entire home/apt,465
Pacific Beach,32.80512,-117.24824,Entire home/apt,585
Loma Portal,32.750807454265285,-117.23309278086552,Entire home/apt,114
Park West,32.72802,-117.166,Entire home/apt,196
Ocean Beach,32.74533,-117.2521,Entire home/apt,341
Grantville,32.78462,-117.09641,Entire home/apt,124
Marina,32.7113,-117.16176,Entire home/apt,183
Linda Vista,32.78719,-117.17243,Entire home/apt,523
La Jolla,32.8672,-117.24185,Entire home/apt,849
South Park,32.726660649783184,-117.1255128749296,Entire home/apt,139
Rancho Penasquitos,32.99099,-117.08485,Entire home/apt,435
Grant Hill,32.70977,-117.1413,Entire home/apt,76
Loma Portal,32.74918,-117.24012,Entire home/apt,135
East Village,32.713409423828125,-117.15859985351562,Entire home/apt,122
Bay Terrace,32.70231,-117.03569,Entire home/apt,377
Midtown,32.73254,-117.170921,Entire home/apt,278
Midtown,32.73944,-117.16015,Entire home/apt,151
Midtown,32.73932,-117.16067,Entire home/apt,101
Loma Portal,32.74318,-117.24067,Entire home/apt,213
Cortez Hill,32.72028,-117.15537,Entire home/apt,135
Cortez Hill,32.72018,-117.15546,Entire home/apt,115
North Hills,32.74903,-117.13031,Entire home/apt,231
North Hills,32.74077,-117.12395,Entire home/apt,154
La Jolla,32.83267,-117.27427,Entire home/apt,329
South Park,32.72701398727712,-117.12728700612092,Entire home/apt,129
Mission Bay,32.77998,-117.25164,Entire home/apt,321
Moreno Mission,32.77018587901454,-117.19996624118482,Entire home/apt,621
Mission Bay,32.7821,-117.25344,Entire home/apt,427
Southwest,32.61093,-117.04079,Entire home/apt,507
Mission Valley,32.773705155426775,-117.15109086010736,Entire home/apt,90
Mission Valley,32.77373,-117.1538,Entire home/apt,115
Midtown,32.73783,-117.16046,Entire home/apt,138
Linda Vista,32.79638,-117.17752,Entire home/apt,400
La Jolla,32.82772,-117.27851,Entire home/apt,439
South Park,32.72798,-117.12556,Entire home/apt,286
La Jolla,32.82826,-117.2787,Entire home/apt,339
Moreno Mission,32.771,-117.19867,Entire home/apt,510
North Hills,32.7578,-117.12759,Entire home/apt,470
North Hills,32.7588,-117.12875,Entire home/apt,492
Pacific Beach,32.80447,-117.23848,Entire home/apt,195
Talmadge,32.758488,-117.09977,Entire home/apt,160
La Jolla Village,32.86103,-117.23475,Entire home/apt,203
North Clairemont,32.83549,-117.20816,Entire home/apt,908
Park West,32.72756,-117.15997,Entire home/apt,783
Marina,32.71148,-117.16236,Entire home/apt,176
Lake Murray,32.805418755515845,-117.04403587011176,Entire home/apt,386
Gaslamp Quarter,32.71363,-117.1596,Entire home/apt,2429
La Jolla,32.831875,-117.279861,Entire home/apt,270
Gaslamp Quarter,32.71358,-117.16001,Entire home/apt,4351
Kensington,32.77025,-117.10233,Entire home/apt,100
University City,32.87225,-117.2009,Entire home/apt,520
Paradise Hills,32.6778,-117.06257,Entire home/apt,109
San Ysidro,32.56075,-117.06232,Entire home/apt,132
Rancho Penasquitos,32.96616,-117.13987,Entire home/apt,511
Clairemont Mesa,32.80325,-117.15999,Entire home/apt,335
South Park,32.722633,-117.126312,Entire home/apt,214
Midtown,32.74064,-117.17596,Entire home/apt,389
Ocean Beach,32.73425,-117.24331,Entire home/apt,313
La Jolla,32.82455,-117.26965,Entire home/apt,1913
Ocean Beach,32.751026,-117.249222,Entire home/apt,189
Clairemont Mesa,32.80766,-117.16804,Entire home/apt,253
North Hills,32.76099,-117.13824,Entire home/apt,230
Ocean Beach,32.74852752685547,-117.24920654296876,Entire home/apt,287
Mission Bay,32.78136,-117.23727,Entire home/apt,213
Wooded Area,32.72503,-117.24971,Entire home/apt,566
Gaslamp Quarter,32.71459,-117.16046,Entire home/apt,171
Mission Bay,32.76433,-117.25077,Entire home/apt,346
Rancho Penasquitos,32.96607,-117.11013,Entire home/apt,295
Mission Bay,32.77797,-117.25178,Entire home/apt,303
Northwest,32.64117,-117.08906,Entire home/apt,329
Midtown,32.74842,-117.15816,Entire home/apt,282
Sky Line,32.70102,-117.02118,Entire home/apt,1356
Linda Vista,32.77071,-117.16754,Entire home/apt,192
Midtown,32.75134,-117.14663,Entire home/apt,228
Rancho Penasquitos,32.95248,-117.1097,Entire home/apt,175
Linda Vista,32.7881,-117.16214,Entire home/apt,315
La Jolla,32.8164357,-117.2716072,Entire home/apt,551
Mission Bay,32.78165,-117.25317,Entire home/apt,175
College Area,32.77195,-117.08292,Entire home/apt,161
La Jolla,32.83729,-117.27808,Entire home/apt,207
North Hills,32.739861,-117.122337,Entire home/apt,127
Pacific Beach,32.79873,-117.22977,Entire home/apt,162
East Village,32.71091,-117.14952,Entire home/apt,109
East Village,32.70862,-117.14903,Entire home/apt,200
East Village,32.71068,-117.1488,Entire home/apt,429
Gaslamp Quarter,32.7085215,-117.1596088,Entire home/apt,225
La Jolla,32.81603,-117.26309,Entire home/apt,559
Mission Bay,32.79482,-117.23297,Entire home/apt,308
Mission Bay,32.76524,-117.250961,Entire home/apt,791
Mission Bay,32.765259,-117.250916,Entire home/apt,1890
San Carlos,32.79979,-117.07023,Entire home/apt,250
Pacific Beach,32.8057746887207,-117.2332992553711,Entire home/apt,150
La Jolla,32.83286,-117.2762,Entire home/apt,373
Normal Heights,32.756839924213224,-117.11605365013816,Entire home/apt,98
Pacific Beach,32.79664012937717,-117.2537790256913,Entire home/apt,373
Pacific Beach,32.79516,-117.2521,Entire home/apt,409
Mission Bay,32.76763916015625,-117.25015258789062,Entire home/apt,213
Pacific Beach,32.799995,-117.236572,Entire home/apt,231
Mission Bay,32.78203,-117.25114,Entire home/apt,168
East Village,32.70672,-117.15561,Entire home/apt,457
Pacific Beach,32.800205,-117.236626,Entire home/apt,144
Park West,32.72952,-117.16732,Entire home/apt,168
Pacific Beach,32.80536,-117.23659,Entire home/apt,473
La Jolla,32.84039,-117.27148,Entire home/apt,675
La Jolla,32.80934,-117.25925,Entire home/apt,159
Balboa Park,32.71558,-117.13525,Entire home/apt,156
Balboa Park,32.7179,-117.13684,Entire home/apt,123
Park West,32.73064,-117.16806,Entire home/apt,102
Midtown,32.73189,-117.16796,Entire home/apt,109
Midtown,32.73201,-117.1694,Entire home/apt,107
Midtown,32.73194,-117.16862,Entire home/apt,107
Bay Park,32.79197,-117.2054,Entire home/apt,377
North Hills,32.7431,-117.14009,Entire home/apt,314
Midtown District,32.72719,-117.22567,Entire home/apt,181
Mission Bay,32.76145339439853,-117.25065365423004,Entire home/apt,601
East Village,32.7153,-117.15361,Entire home/apt,155
North Hills,32.73001,-117.11647,Entire home/apt,185
Bay Terrace,32.69508,-117.0219,Entire home/apt,500
East Village,32.7218,-117.15533,Entire home/apt,118
Park West,32.72907,-117.16505,Entire home/apt,454
Southcrest,32.6944705647002,-117.10427106915404,Entire home/apt,135
Linda Vista,32.784286,-117.165375,Entire home/apt,163
Gaslamp Quarter,32.71489,-117.16037,Entire home/apt,226
East Village,32.70406,-117.14819,Entire home/apt,255
Marina,32.714188,-117.167038,Entire home/apt,300
Little Italy,32.72459,-117.16915,Entire home/apt,290
Rancho Bernadino,33.04141,-117.06991,Entire home/apt,117
Balboa Park,32.72709,-117.13187,Entire home/apt,84
South Park,32.72448,-117.11991,Entire home/apt,166
City Heights West,32.733471,-117.110115,Entire home/apt,201
Mission Bay,32.78718,-117.23677,Entire home/apt,320
East Village,32.71728,-117.1518,Entire home/apt,125
Midtown,32.73755,-117.16005,Entire home/apt,165
Midtown,32.73939,-117.15954,Entire home/apt,259
Midtown,32.73748,-117.16008,Entire home/apt,278
Mount Hope,32.71388,-117.10873,Entire home/apt,150
Serra Mesa,32.80826,-117.15013,Entire home/apt,137
La Jolla Village,32.86218,-117.23493,Entire home/apt,115
Linda Vista,32.79513,-117.17665,Entire home/apt,95
North Hills,32.74807,-117.12711,Entire home/apt,286
Moreno Mission,32.76521,-117.19736,Entire home/apt,513
Moreno Mission,32.7680828345311,-117.19604896583252,Entire home/apt,363
Normal Heights,32.7668,-117.12263,Entire home/apt,478
East Village,32.70993,-117.1579,Entire home/apt,269
Midtown,32.7442,-117.151,Entire home/apt,136
Columbia,32.71733,-117.17213,Entire home/apt,290
North Hills,32.7447,-117.12242,Entire home/apt,257
Mission Bay,32.79087,-117.23246,Entire home/apt,552
Midtown,32.7338,-117.17051,Entire home/apt,566
East Village,32.7129,-117.15847,Entire home/apt,228
North Hills,32.741489,-117.146378,Entire home/apt,100
Mission Bay,32.7845,-117.25215,Entire home/apt,496
Serra Mesa,32.79886,-117.12611,Entire home/apt,275
Midtown,32.73841,-117.17473,Entire home/apt,520
Cortez Hill,32.72096,-117.16375,Entire home/apt,161
Mission Bay,32.78483,-117.25249,Entire home/apt,498
Balboa Park,32.71581,-117.13588,Entire home/apt,296
College Area,32.777347564697266,-117.08809661865234,Entire home/apt,91
Mission Bay,32.79326,-117.23928,Entire home/apt,399
Bay Park,32.79993,-117.2077,Entire home/apt,127
Mira Mesa,32.91345,-117.16032,Entire home/apt,180
Pacific Beach,32.8037,-117.24112,Entire home/apt,431
Otay Ranch,32.6216,-117.0038,Entire home/apt,563
Torrey Pines,32.871807,-117.245247,Entire home/apt,368
Rolling Hills Ranch,32.67704,-116.93975,Entire home/apt,816
West University Heights,32.76289,-117.14035,Entire home/apt,325
Loma Portal,32.74981,-117.23129,Entire home/apt,174
Loma Portal,32.74714,-117.24307,Entire home/apt,180
Bay Park,32.79732,-117.20694,Entire home/apt,288
Memorial,32.702591,-117.139847,Entire home/apt,98
Wooded Area,32.72573,-117.25188,Entire home/apt,245
Midtown,32.73206,-117.16808,Entire home/apt,466
Midtown,32.74829,-117.15751,Entire home/apt,93
Midtown,32.74651,-117.15796,Entire home/apt,104
Midtown,32.74602,-117.15669,Entire home/apt,111
Midtown,32.74616,-117.15811,Entire home/apt,155
Midtown,32.7464,-117.15773,Entire home/apt,468
Pacific Beach,32.79771,-117.24229,Entire home/apt,155
Gaslamp Quarter,32.71492,-117.16053,Entire home/apt,200
San Carlos,32.80092,-117.07344,Entire home/apt,319
University City,32.8737830876556,-117.20121354404412,Entire home/apt,615
Little Italy,32.72174,-117.16785,Entire home/apt,143
University City,32.86334,-117.21771,Entire home/apt,205
Pacific Beach,32.80841407591952,-117.24437030186492,Entire home/apt,595
Memorial,32.701969,-117.140701,Entire home/apt,338
Mission Bay,32.77355,-117.25116,Entire home/apt,366
Mission Bay,32.7829,-117.25241,Entire home/apt,549
Rancho Penasquitos,32.95141,-117.14727,Entire home/apt,168
Carmel Valley,32.94635,-117.22992,Entire home/apt,136
Bird Land,32.79463,-117.15609,Entire home/apt,78
Pacific Beach,32.79382,-117.24663,Entire home/apt,501
Ocean Beach,32.75162,-117.24639,Entire home/apt,258
Midtown,32.7352,-117.17198,Entire home/apt,550
Rancho Penasquitos,32.96138,-117.16423,Entire home/apt,107
Bird Land,32.79422,-117.15633,Entire home/apt,77
Bird Land,32.79457,-117.15675,Entire home/apt,83
Pacific Beach,32.79625,-117.23927,Entire home/apt,1697
Pacific Beach,32.79934,-117.25769,Entire home/apt,470
Clairemont Mesa,32.81084,-117.18891,Entire home/apt,494
City Heights West,32.74731,-117.11023,Entire home/apt,117
North Clairemont,32.83687,-117.18655,Entire home/apt,340
Old Town,32.74984,-117.19494,Entire home/apt,109
University City,32.85905,-117.22483,Entire home/apt,299
Bay Ho,32.82372,-117.21143,Entire home/apt,234
Northwest,32.62481,-117.09134,Entire home/apt,124
Pacific Beach,32.80496,-117.23714,Entire home/apt,130
Ocean Beach,32.7491,-117.250885,Entire home/apt,158
Grantville,32.78601,-117.08635,Entire home/apt,150
Balboa Park,32.718269,-117.133301,Entire home/apt,120
Ocean Beach,32.751026,-117.249222,Entire home/apt,185
Ocean Beach,32.751114,-117.249428,Entire home/apt,198
Mission Bay,32.781097,-117.253227,Entire home/apt,1406
Mission Bay,32.781097,-117.253227,Entire home/apt,3840
Cortez Hill,32.72282,-117.165421,Entire home/apt,605
Bay Park,32.78337,-117.20746,Entire home/apt,109
East Village,32.70506,-117.14919,Entire home/apt,278
San Ysidro,32.56562,-117.062836,Entire home/apt,424
Clairemont Mesa,32.81939,-117.18395,Entire home/apt,295
Marina,32.711895,-117.164505,Entire home/apt,220
Old Town,32.7512,-117.16907,Entire home/apt,111
Ocean Beach,32.74169,-117.24703,Entire home/apt,507
Pacific Beach,32.79833,-117.25643,Entire home/apt,218
Ocean Beach,32.74085,-117.2523,Entire home/apt,241
Moreno Mission,32.76552,-117.19695,Entire home/apt,592
Pacific Beach,32.79361,-117.24453,Entire home/apt,230
Cortez Hill,32.72017,-117.15574,Entire home/apt,116
College Area,32.77527,-117.06666,Entire home/apt,525
Pacific Beach,32.7982,-117.25384,Entire home/apt,357
Carmel Valley,32.94868029658511,-117.2185232129699,Entire home/apt,606
Mission Bay,32.79491,-117.2328,Entire home/apt,324
North Hills,32.74461,-117.1454,Entire home/apt,218
Bay Park,32.782002549108114,-117.195674324483,Entire home/apt,250
Pacific Beach,32.80397,-117.24256,Entire home/apt,375
Pacific Beach,32.79223,-117.25281,Entire home/apt,402
La Jolla,32.84766126748624,-117.26377654362902,Entire home/apt,469
La Jolla,32.81375,-117.26108,Entire home/apt,493
Midtown,32.74284733021707,-117.17392049405277,Entire home/apt,120
Pacific Beach,32.8095,-117.22305,Entire home/apt,641
Pacific Beach,32.79983,-117.25662,Entire home/apt,216
San Carlos,32.80946,-117.05072,Entire home/apt,399
Balboa Park,32.718494,-117.143364,Entire home/apt,86
Mission Bay,32.77515,-117.25201,Entire home/apt,572
Mission Bay,32.76128,-117.25151,Entire home/apt,285
Carmel Valley,32.92211,-117.23356,Entire home/apt,403
Bay Ho,32.82581017076702,-117.20758602071275,Entire home/apt,175
La Jolla,32.84807,-117.26402,Entire home/apt,578
Mission Bay,32.77789787569578,-117.2518137518857,Entire home/apt,302
Old Town,32.74714,-117.18544,Entire home/apt,356
Mission Bay,32.78366,-117.25187,Entire home/apt,277
Little Italy,32.7246,-117.16681,Entire home/apt,294
Roseville,32.73076,-117.22848,Entire home/apt,180
East Village,32.712,-117.15661,Entire home/apt,147
Mission Bay,32.783894,-117.253235,Entire home/apt,240
Grant Hill,32.70778,-117.12871,Entire home/apt,242
Mission Bay,32.79158,-117.24771,Entire home/apt,779
Pacific Beach,32.807846,-117.257523,Entire home/apt,322
Normal Heights,32.76666,-117.11624,Entire home/apt,140
East Village,32.71728,-117.153,Entire home/apt,132
North Clairemont,32.82706,-117.20271,Entire home/apt,408
Moreno Mission,32.77282,-117.19823,Entire home/apt,595
Moreno Mission,32.77231,-117.19815,Entire home/apt,635
Loma Portal,32.73922,-117.22978,Entire home/apt,340
Ocean Beach,32.74963,-117.24955,Entire home/apt,860
Linda Vista,32.77603,-117.17163,Entire home/apt,154
Gaslamp Quarter,32.71494,-117.16013,Entire home/apt,184
East Village,32.71212,-117.15782,Entire home/apt,679
Mission Bay,32.78985,-117.23943,Entire home/apt,393
Gaslamp Quarter,32.715157,-117.159874,Entire home/apt,525
Northwest,32.6282,-117.06951,Entire home/apt,109
East Village,32.71831,-117.15317,Entire home/apt,196
Northwest,32.64638,-117.09506,Entire home/apt,158
Roseville,32.73284,-117.22707,Entire home/apt,197
East Village,32.71408,-117.15753,Entire home/apt,270
La Jolla,32.83263,-117.27705,Entire home/apt,564
University City,32.85169,-117.21971,Entire home/apt,261
Northwest,32.64408,-117.06708,Entire home/apt,370
Tierrasanta,32.82787,-117.09254,Entire home/apt,199
Ocean Beach,32.75358,-117.24805,Entire home/apt,185
Del Mar Heights,32.98042,-117.25557,Entire home/apt,1129
Pacific Beach,32.79444,-117.24756,Entire home/apt,833
Pacific Beach,32.80282,-117.23933,Entire home/apt,131
Southwest,32.61448,-117.0406,Entire home/apt,649
Normal Heights,32.75744,-117.1159,Entire home/apt,275
Gaslamp Quarter,32.7074,-117.16055,Entire home/apt,250
Marina,32.71008,-117.16171,Entire home/apt,155
Normal Heights,32.76505,-117.12059,Entire home/apt,222
Southwest,32.61587,-117.04274,Entire home/apt,1178
Cortez Hill,32.7217,-117.15749,Entire home/apt,110
La Jolla,32.82659912109375,-117.2772216796875,Entire home/apt,770
Midtown,32.73665354652702,-117.16771336216938,Entire home/apt,1044
Loma Portal,32.75007,-117.2151,Entire home/apt,160
Mission Bay,32.78922653198242,-117.25355529785156,Entire home/apt,327
North Hills,32.75238,-117.13636,Entire home/apt,90
Roseville,32.72719,-117.23051,Entire home/apt,890
La Jolla,32.82949,-117.27541,Entire home/apt,525
Bird Land,32.79461,-117.15443,Entire home/apt,90
Bird Land,32.7939,-117.15457,Entire home/apt,81
Gaslamp Quarter,32.71384,-117.1601,Entire home/apt,379
Bird Land,32.79266,-117.15506,Entire home/apt,78
Bird Land,32.79264,-117.15609,Entire home/apt,83
Mission Bay,32.77133,-117.2508,Entire home/apt,879
Mission Bay,32.77316,-117.25222,Entire home/apt,516
Bird Land,32.79261,-117.15521,Entire home/apt,92
City Heights East,32.75547,-117.09633,Entire home/apt,144
La Jolla,32.83879470825195,-117.27550506591795,Entire home/apt,525
La Jolla,32.8338193,-117.2764018,Entire home/apt,346
La Jolla,32.81483701468106,-117.26516087387628,Entire home/apt,150
Wooded Area,32.7098604,-117.237121,Entire home/apt,485
Wooded Area,32.70897,-117.23791,Entire home/apt,739
Wooded Area,32.7098563,-117.2371412,Entire home/apt,422
Balboa Park,32.716667,-117.137711,Entire home/apt,341
Old Town,32.75188,-117.16283,Entire home/apt,245
City Heights West,32.75518,-117.11903,Entire home/apt,179
City Heights West,32.75516,-117.11815,Entire home/apt,152
City Heights West,32.75491,-117.11763,Entire home/apt,170
Paradise Hills,32.673943,-117.058701,Entire home/apt,258
Balboa Park,32.71518,-117.13466,Entire home/apt,161
Del Mar Heights,32.9361,-117.25529,Entire home/apt,341
Old Town,32.751003,-117.169258,Entire home/apt,215
City Heights East,32.73881,-117.09341,Entire home/apt,433
Pacific Beach,32.79478037312461,-117.25536896134116,Entire home/apt,317
Northwest,32.64541,-117.06926,Entire home/apt,3018
Linda Vista,32.78062,-117.17433,Entire home/apt,335
Mission Valley,32.77463,-117.1497,Entire home/apt,177
Northwest,32.64223844725896,-117.06457231334286,Entire home/apt,771
Memorial,32.70526,-117.13371,Entire home/apt,142
Lake Murray,32.79966,-117.02822,Entire home/apt,119
Balboa Park,32.721489,-117.12912,Entire home/apt,205
City Heights West,32.7522,-117.11557,Entire home/apt,250
College Area,32.77106,-117.06848,Entire home/apt,800
City Heights East,32.75035,-117.0871,Entire home/apt,65
North Hills,32.757881,-117.127464,Entire home/apt,150
University City,32.87434,-117.20135,Entire home/apt,407
North Hills,32.75761,-117.12762,Entire home/apt,471
Carmel Valley,32.941322,-117.236473,Entire home/apt,300
Mission Bay,32.760746,-117.249077,Entire home/apt,575
Mission Bay,32.760502,-117.249527,Entire home/apt,561
Mission Bay,32.76075,-117.24908,Entire home/apt,777
East Village,32.7182,-117.15344,Entire home/apt,187
East Village,32.70613,-117.151,Entire home/apt,150
La Jolla,32.84117,-117.27568,Entire home/apt,162
La Jolla,32.83904,-117.25101,Entire home/apt,2885
Mission Bay,32.79393,-117.23853,Entire home/apt,155
Gaslamp Quarter,32.71138,-117.16003,Entire home/apt,147
La Jolla,32.84375,-117.25082,Entire home/apt,955
La Jolla,32.85219,-117.23955,Entire home/apt,1228
La Jolla,32.84833,-117.26984,Entire home/apt,400
City Heights West,32.746639,-117.109772,Entire home/apt,171
Balboa Park,32.72559,-117.13268,Entire home/apt,323
North Clairemont,32.83578,-117.20084,Entire home/apt,256
Old Town,32.7516,-117.18847,Entire home/apt,978
North Hills,32.735912,-117.13063,Entire home/apt,433
Grant Hill,32.71365,-117.14594,Entire home/apt,151
Mission Bay,32.77385,-117.25256,Entire home/apt,329
North Hills,32.735954,-117.130653,Entire home/apt,172
North Hills,32.73669,-117.12973,Entire home/apt,163
Gaslamp Quarter,32.7133,-117.15986,Entire home/apt,247
City Heights West,32.7488,-117.11811,Entire home/apt,169
Pacific Beach,32.80277,-117.25063,Entire home/apt,600
Clairemont Mesa,32.8317,-117.17495,Entire home/apt,356
East Village,32.71191,-117.15664,Entire home/apt,137
Midtown,32.74392623594901,-117.16992286272506,Entire home/apt,261
Pacific Beach,32.80401,-117.25407,Entire home/apt,377
Core,32.71856,-117.15808,Entire home/apt,246
Gaslamp Quarter,32.71408,-117.15994,Entire home/apt,217
Gaslamp Quarter,32.712886810302734,-117.1607666015625,Entire home/apt,228
Gaslamp Quarter,32.71211,-117.15962,Entire home/apt,200
East Village,32.71586,-117.15336,Entire home/apt,250
Gaslamp Quarter,32.71255,-117.15959,Entire home/apt,363
Gaslamp Quarter,32.71232,-117.15966,Entire home/apt,214
Gaslamp Quarter,32.71364,-117.15958,Entire home/apt,350
Gaslamp Quarter,32.71213,-117.15958,Entire home/apt,408
La Jolla,32.85088,-117.2467,Entire home/apt,121
Loma Portal,32.74537,-117.2445,Entire home/apt,209
City Heights West,32.75088,-117.11902,Entire home/apt,184
City Heights West,32.75154,-117.11901,Entire home/apt,184
Rancho Penasquitos,32.98461,-117.14749,Entire home/apt,1395
