NUMBER,ACCIDENT_YEAR,COLLISION_DATE,COLLISION_TIME,DAY_OF_WEEK,LONGITUDE,LATITUDE
0,2020,2020-01-31,1742,5,-117.24545288085938,32.74726104736328
1,2020,2020-01-02,1850,4,-117.21678161621094,32.85153579711914
2,2020,2020-01-04,1910,6,-117.15653228759766,32.7168083190918
3,2020,2020-02-20,1538,4,-117.1301727294922,32.755401611328125
4,2020,2020-04-08,1515,3,-117.10189819335938,32.755218505859375
5,2020,2020-03-12,730,4,-117.05470275878906,32.701290130615234
6,2021,2021-09-27,2234,1,-117.19776153564452,32.75947189331055
7,2022,2022-01-04,1445,2,-117.10898590087892,32.75254821777344
8,2022,2022-02-18,2006,5,-117.0495834350586,32.553035736083984
9,2022,2022-05-14,1400,6,-117.25029754638672,32.97282028198242
10,2022,2022-06-28,800,2,-117.11557769775392,32.819461822509766
11,2022,2022-10-09,1025,7,-117.11505126953124,32.92435836791992
12,2021,2021-04-08,834,4,-117.094482421875,32.718624114990234
13,2021,2021-09-22,1725,3,-117.1100845336914,32.94112014770508
14,2021,2021-10-12,2202,2,-117.14752960205078,32.70758819580078
15,2021,2021-10-24,210,7,-117.09451293945312,32.62603759765625
16,2021,2021-11-22,1720,1,-117.11781311035156,32.82768249511719
17,2021,2021-12-02,1405,4,-117.10931396484376,32.7457160949707
18,2020,2020-02-26,20,3,-117.20380401611328,32.75941467285156
19,2020,2020-06-02,1040,2,-117.11286926269533,32.78083038330078
20,2020,2020-05-23,523,6,-117.23204040527344,32.82589340209961
21,2020,2020-08-21,1232,5,-117.02208709716795,32.83821105957031
22,2021,2021-05-05,300,3,-117.11289978027344,32.79075241088867
23,2021,2021-06-25,1355,5,-117.1166534423828,32.90934753417969
24,2022,2022-07-08,807,5,-117.08071899414062,32.70858383178711
25,2022,2022-10-21,2200,5,-117.16863250732422,32.78882598876953
26,2022,2022-07-27,1436,3,-117.15548706054688,32.7188606262207
27,2022,2022-12-31,1600,6,-117.16289520263672,32.77091217041016
28,2022,2022-12-26,1832,1,-117.17104339599608,32.71986770629883
29,2020,2020-02-23,1150,7,-117.24659729003906,32.96306610107422
30,2022,2022-02-09,1400,3,-117.08505249023438,32.7123908996582
31,2022,2022-02-04,808,5,-117.11994934082033,32.893821716308594
32,2022,2022-01-14,1156,5,-117.15557861328124,32.711517333984375
33,2022,2022-03-13,1640,7,-117.11952972412108,32.92724609375
34,2022,2022-05-11,2053,3,-117.05787658691406,33.00408935546875
35,2022,2022-05-16,1743,1,-117.16110229492188,32.718852996826165
36,2021,2021-06-04,55,5,-117.1639404296875,32.728248596191406
37,2021,2021-04-03,636,6,-117.07334899902344,32.77070999145508
38,2021,2021-09-14,717,2,-117.10418701171876,32.823394775390625
39,2021,2021-09-30,424,4,-117.06550598144533,32.744285583496094
40,2021,2021-09-24,2500,5,-117.13003540039062,32.94683074951172
41,2021,2021-10-20,36,3,-117.07981872558594,32.73723220825195
42,2020,2020-09-27,1352,7,-117.20919036865234,32.79030990600586
43,2020,2020-09-18,1345,5,-117.23748016357422,32.78873825073242
44,2020,2020-09-26,923,6,-117.2512664794922,32.765628814697266
45,2020,2020-09-03,610,4,-117.16733551025392,32.72814178466797
46,2020,2020-11-12,1728,4,-117.02545166015624,32.697696685791016
47,2021,2021-05-27,1045,4,-117.0664291381836,32.75967788696289
48,2020,2020-06-02,1404,2,-117.13577270507812,32.76978302001953
49,2020,2020-07-16,640,4,-117.09368133544922,32.91085433959961
50,2020,2020-07-17,1536,5,-117.0611572265625,32.71051025390625
51,2020,2020-08-09,1340,7,-117.11129760742188,32.99714279174805
52,2020,2020-08-14,1730,5,-117.2510986328125,32.771026611328125
53,2020,2020-08-19,1203,3,-117.04894256591795,32.768672943115234
54,2020,2020-01-06,1705,1,-117.14186096191406,32.72697448730469
55,2020,2020-01-17,955,5,-117.21959686279295,32.75482940673828
56,2020,2020-02-12,131,3,-117.11075592041016,32.75149917602539
57,2020,2020-03-10,1507,2,-117.21411895751952,32.87739181518555
58,2020,2020-08-03,2242,1,-117.08774566650392,32.56987762451172
59,2020,2020-09-12,1521,6,-117.06607055664062,32.756072998046875
60,2022,2022-07-07,1915,4,-117.18715667724608,32.75954055786133
61,2022,2022-08-28,40,7,-117.11560821533205,32.73868179321289
62,2022,2022-06-12,2217,7,-117.16119384765624,32.77455520629883
63,2022,2022-12-19,1745,1,-116.9392318725586,32.55282974243164
64,2022,2022-12-22,1554,4,-117.23268127441406,32.83279037475586
65,2021,2021-08-30,550,1,-117.0834503173828,32.995269775390625
66,2021,2021-06-23,313,3,-117.04264831542967,32.55924606323242
67,2021,2021-10-29,725,5,-117.14407348632812,32.95366287231445
68,2021,2021-10-24,310,7,-117.11044311523438,32.68028259277344
69,2022,2022-02-23,645,3,-117.1151885986328,32.89231491088867
70,2022,2022-05-13,2135,5,-117.03759765625,32.54755401611328
71,2020,2020-09-08,535,2,-117.1208953857422,32.69856643676758
72,2020,2020-08-26,1940,3,-117.24118041992188,32.93359375
73,2020,2020-11-08,850,7,-117.03952026367188,32.56686019897461
74,2021,2021-06-05,919,6,-117.18805694580078,32.75983047485352
75,2021,2021-06-20,2230,7,-117.11221313476562,32.77340316772461
76,2021,2021-07-03,1510,6,-117.20743560791016,32.891483306884766
77,2022,2022-08-22,1514,1,-117.0835189819336,32.57278823852539
78,2022,2022-10-09,1330,7,-117.0710678100586,32.70907974243164
79,2022,2022-12-23,2224,5,-117.12422943115234,32.79471206665039
80,2020,2020-02-13,2044,4,-117.16284942626952,32.7618293762207
81,2020,2020-03-02,1605,1,-117.20849609375,32.7767333984375
82,2020,2020-03-16,2313,1,-117.11213684082033,32.93471908569336
83,2022,2022-03-28,1715,1,-117.15943145751952,32.73139190673828
84,2022,2022-03-28,906,1,-117.21515655517578,32.752132415771484
85,2022,2022-04-12,2035,2,-117.13099670410156,32.74845123291016
86,2022,2022-04-19,1337,2,-117.2298583984375,32.7615852355957
87,2022,2022-06-27,1238,1,-117.09282684326172,32.583740234375
88,2022,2022-08-21,1859,7,-117.24286651611328,32.86222457885742
89,2021,2021-12-04,1613,6,-117.0825424194336,32.75737380981445
90,2021,2021-12-10,1520,5,-117.1363525390625,32.75217056274414
91,2021,2021-12-12,1245,7,-117.21515655517578,32.752132415771484
92,2021,2021-01-04,1736,1,-117.05646514892578,32.729576110839844
93,2021,2021-12-20,1727,1,-117.16380310058594,32.71255111694336
94,2022,2022-02-24,715,4,-117.0903091430664,32.96411895751953
95,2021,2021-07-08,845,4,-117.17839050292967,32.87766647338867
96,2021,2021-08-09,955,1,-117.1168212890625,32.70445251464844
97,2021,2021-08-21,1058,6,-117.19601440429688,32.74592208862305
98,2021,2021-09-20,1020,1,-117.09860229492188,32.7911491394043
99,2021,2021-10-19,745,2,-117.16303253173828,32.73136138916016
100,2021,2021-11-09,805,2,-117.07946014404295,32.750999450683594
101,2020,2020-11-13,1720,5,-117.1725845336914,32.833988189697266
102,2021,2021-03-19,1659,5,-117.14432525634766,32.7014045715332
103,2021,2021-03-26,845,5,-117.19332122802734,32.82857894897461
104,2021,2021-04-12,1753,1,-117.16385650634766,32.72201156616211
105,2021,2021-04-28,323,3,-117.06448364257812,32.752864837646484
106,2021,2021-06-13,1037,7,-117.07286834716795,32.74913787841797
107,2020,2020-04-18,2357,6,-117.09068298339844,32.59524154663086
108,2020,2020-05-16,2003,6,-117.16136932373048,32.791213989257805
109,2020,2020-08-05,1944,3,-117.1464385986328,32.77342987060547
110,2020,2020-09-29,1406,2,-117.13926696777344,32.76729965209961
111,2020,2020-09-17,1429,4,-117.20945739746094,32.75040054321289
112,2020,2020-10-20,1333,2,-117.23018646240234,32.809120178222656
113,2022,2022-04-09,910,6,-117.08740997314452,32.59532165527344
114,2022,2022-05-10,110,2,-117.20231628417967,32.88381576538086
115,2022,2022-05-18,2240,3,-117.16015625,32.71397399902344
116,2022,2022-06-25,2355,6,-117.11286926269533,32.77141189575195
117,2022,2022-09-27,432,2,-117.2363052368164,32.841190338134766
118,2022,2022-10-02,2235,7,-117.1601104736328,32.707969665527344
119,2021,2021-06-21,740,1,-117.09478759765624,32.69889068603516
120,2021,2021-07-09,825,5,-117.16478729248048,32.724571228027344
121,2021,2021-07-19,1506,1,-117.02435302734376,32.8410530090332
122,2021,2021-07-18,1830,7,-117.13884735107422,32.698429107666016
123,2021,2021-07-27,1115,2,-117.1408233642578,32.83278274536133
124,2021,2021-08-01,1030,7,-116.91180419921876,32.63518142700195
125,2020,2020-09-24,1653,4,-117.15648651123048,32.74709701538086
126,2020,2020-11-06,1807,5,-117.07521057128906,32.779483795166016
127,2021,2021-01-23,2118,6,-117.11936950683594,32.710670471191406
128,2021,2021-04-23,1520,5,-117.03528594970705,32.85075378417969
129,2021,2021-04-23,1250,5,-117.25139617919922,32.97577667236328
130,2021,2021-06-05,940,6,-117.20447540283205,32.762065887451165
131,2022,2022-09-07,1336,3,-117.16293334960938,32.72198486328125
132,2020,2020-03-10,1515,2,-117.1477508544922,32.71171188354492
133,2020,2020-04-10,451,5,-117.12920379638672,32.767845153808594
134,2020,2020-07-03,350,5,-117.2442626953125,32.9538688659668
135,2020,2020-07-25,1738,6,-117.06548309326172,32.729248046875
136,2020,2020-07-19,0,7,-117.14752960205078,32.70930862426758
137,2022,2022-09-24,1549,6,-117.25939178466795,32.8165283203125
138,2022,2022-07-28,518,4,-117.14037322998048,32.69330978393555
139,2022,2022-11-27,1838,7,-117.25308227539062,32.795127868652344
140,2022,2022-09-07,1242,3,-117.11041259765624,32.75712966918945
141,2022,2022-12-04,2121,7,-117.1439971923828,32.912818908691406
142,2022,2022-09-18,2216,7,-117.14485931396484,32.70627975463867
143,2022,2022-01-26,730,3,-117.23509216308594,32.75166702270508
144,2022,2022-03-30,2205,3,-117.20860290527344,32.767127990722656
145,2022,2022-04-26,844,2,-117.19063568115234,32.826412200927734
146,2022,2022-06-13,626,1,-117.10155487060548,32.78019714355469
147,2022,2022-07-13,1235,3,-117.1138153076172,32.91031646728516
148,2021,2021-09-12,2101,7,-117.20162963867188,32.89255142211914
149,2021,2021-07-02,1119,5,-117.13264465332033,32.75337600708008
150,2021,2021-07-30,1639,5,-117.07975006103516,32.74374771118164
151,2021,2021-07-31,1719,6,-117.22697448730467,32.80274200439453
152,2021,2021-10-10,2320,7,-117.16671752929688,32.755184173583984
153,2021,2021-10-12,1906,2,-117.22679901123048,32.72562026977539
154,2021,2021-11-24,1744,3,-117.1111297607422,32.78889846801758
155,2020,2020-11-04,1830,3,-117.15038299560548,32.71261978149414
156,2020,2020-11-28,1525,6,-117.07549285888672,32.727996826171875
157,2020,2020-12-03,1456,4,-117.19825744628906,32.802818298339844
158,2020,2020-12-14,1738,1,-117.16381072998048,32.720901489257805
159,2021,2021-01-21,1600,4,-117.13395690917967,32.95335388183594
160,2021,2021-05-27,2010,4,-117.15924072265624,32.714656829833984
161,2020,2020-01-13,1253,1,-117.16756439208984,32.820499420166016
162,2020,2020-02-07,1658,5,-117.1692123413086,32.711936950683594
163,2020,2020-02-27,1750,4,-117.10758972167967,32.95096969604492
164,2020,2020-03-02,1255,1,-117.22814178466795,32.913230895996094
165,2020,2020-01-24,1842,5,-117.06237030029295,32.55868911743164
166,2020,2020-03-23,1541,1,-117.14244842529295,32.74843978881836
167,2022,2022-05-11,1414,3,-117.16511535644533,32.761741638183594
168,2022,2022-05-30,305,1,-117.15450286865234,32.80387496948242
169,2022,2022-06-29,100,3,-117.0682373046875,32.56768035888672
170,2022,2022-07-23,430,6,-117.08281707763672,32.718727111816406
171,2022,2022-08-12,2008,5,-117.11314392089844,32.7398796081543
172,2022,2022-11-02,1700,3,-117.24373626708984,32.94749069213867
173,2021,2021-08-01,1552,7,-117.11595916748048,32.91632461547852
174,2021,2021-06-25,2317,5,-117.10836791992188,32.878761291503906
175,2022,2022-01-13,1422,4,-117.14681243896484,32.70438003540039
176,2022,2022-01-20,645,4,-117.11779022216795,32.715850830078125
177,2022,2022-02-22,2328,2,-117.04258728027344,32.55778503417969
178,2022,2022-03-28,25,1,-117.12696838378906,32.7620964050293
179,2020,2020-11-07,700,6,-117.1157455444336,32.8961181640625
180,2021,2021-04-23,2355,5,-117.08524322509766,32.6786003112793
181,2021,2021-05-10,420,1,-117.17188262939452,32.76034927368164
182,2021,2021-05-23,145,7,-117.1779327392578,32.847938537597656
183,2021,2021-06-18,1226,5,-117.12396240234376,32.75205993652344
184,2021,2021-07-23,1846,5,-117.21498107910156,32.75818634033203
185,2022,2022-06-07,2011,2,-117.14920043945312,32.7021484375
186,2022,2022-07-04,2050,1,-117.23856353759766,32.79235076904297
187,2022,2022-07-23,2350,6,-117.0327606201172,32.59486770629883
188,2022,2022-10-03,1755,1,-117.03182983398438,32.68283462524414
189,2022,2022-10-27,1630,4,-117.16021728515624,32.72196578979492
190,2020,2020-03-10,1251,2,-117.24086761474608,32.929649353027344
191,2022,2022-03-08,835,2,-117.10528564453124,32.74029922485352
192,2022,2022-05-02,1655,1,-117.10614776611328,32.75511169433594
193,2022,2022-04-20,1025,3,-117.06649017333984,32.807769775390625
194,2022,2022-04-24,1220,7,-117.23493957519533,32.78093338012695
195,2022,2022-05-18,1312,3,-117.1638412475586,32.71883010864258
196,2022,2022-09-18,1345,7,-117.15848541259766,32.793460845947266
197,2021,2021-09-26,1100,7,-117.18402099609376,32.740921020507805
198,2021,2021-10-20,1050,3,-117.09265899658205,32.58061981201172
199,2021,2021-12-10,1750,5,-117.237060546875,32.806594848632805
200,2021,2021-11-23,2120,2,-117.0947265625,32.73345947265625
201,2021,2021-12-22,554,3,-117.21685791015624,32.739219665527344
202,2021,2021-10-26,1550,2,-117.1687469482422,32.72882461547852
203,2021,2021-05-13,1645,4,-117.21343231201172,32.800350189208984
204,2021,2021-05-01,100,6,-117.16136932373048,32.741485595703125
205,2021,2021-05-28,2009,5,-117.0389404296875,32.55120849609375
206,2021,2021-06-21,1541,1,-117.0519790649414,32.55553436279297
207,2021,2021-07-18,1314,7,-117.09230041503906,32.749549865722656
208,2021,2021-12-27,1319,1,-117.09033966064452,32.94626998901367
209,2020,2020-09-01,1130,2,-117.27264404296876,32.84225845336914
210,2020,2020-07-05,1514,7,-117.18192291259766,32.74279022216797
211,2020,2020-09-06,2244,7,-117.2518310546875,32.797340393066406
212,2021,2021-03-03,656,3,-117.1533432006836,32.7668571472168
213,2021,2021-02-07,2224,7,-117.20635223388672,32.768306732177734
214,2021,2021-04-02,1720,5,-117.24691772460938,32.77117919921875
215,2020,2020-11-23,2052,1,-117.13971710205078,32.70635223388672
216,2020,2020-02-19,2035,3,-117.25521850585938,32.79566192626953
217,2020,2020-06-12,1410,5,-117.12532806396484,32.692874908447266
218,2020,2020-07-31,1925,5,-117.07948303222656,32.771121978759766
219,2020,2020-08-06,1835,4,-117.06891632080078,32.57685089111328
220,2020,2020-06-17,1219,3,-117.14990997314452,32.81671905517578
221,2022,2022-09-16,1745,5,-117.1190185546875,32.7161979675293
222,2022,2022-10-25,1838,2,-117.1477279663086,32.70775604248047
223,2022,2022-11-06,955,7,-117.23380279541016,32.91749954223633
224,2022,2022-12-10,1715,6,-117.16193389892578,32.96335983276367
225,2020,2020-03-06,919,5,-117.12525177001952,32.928062438964844
226,2020,2020-06-04,2231,4,-117.23883819580078,32.74711608886719
227,2020,2020-09-23,143,3,-117.06299591064452,32.68897247314453
228,2020,2020-01-02,1027,4,-117.07819366455078,32.94701385498047
229,2020,2020-01-03,1547,5,-117.14488220214844,32.755348205566406
230,2020,2020-01-15,30,3,-117.2663803100586,32.843460083007805
231,2020,2020-01-15,1715,3,-117.14402770996094,32.7158088684082
232,2020,2020-01-08,1753,3,-117.27713012695312,32.833499908447266
233,2020,2020-01-21,1525,2,-117.15277099609376,32.70627975463867
234,2020,2020-01-17,1100,5,-117.13999938964844,32.80436706542969
235,2020,2020-02-02,955,7,-117.1093978881836,32.76327896118164
236,2020,2020-01-02,2155,4,-117.22124481201172,32.75583267211914
237,2020,2020-02-05,342,3,-117.13372802734376,32.69279861450195
238,2020,2020-02-13,1711,4,-117.2093505859375,32.7471809387207
239,2020,2020-02-13,1830,4,-117.16825103759766,32.71884536743164
240,2020,2020-02-11,2030,2,-117.14363098144533,32.768951416015625
241,2020,2020-02-25,239,2,-117.10494232177734,32.81643295288086
242,2020,2020-02-21,1645,5,-117.06420135498048,32.752197265625
243,2020,2020-04-26,1856,7,-117.22899627685548,32.74283599853516
244,2020,2020-03-30,1054,1,-117.15560150146484,32.910640716552734
245,2020,2020-03-05,519,4,-117.18054962158205,32.87738800048828
246,2020,2020-03-02,1419,1,-117.04810333251952,32.6909294128418
247,2020,2020-03-13,1308,5,-117.0579071044922,33.00395584106445
248,2020,2020-03-29,1500,7,-117.20744323730467,32.78072738647461
249,2020,2020-04-27,915,1,-117.15473175048828,32.717830657958984
250,2020,2020-04-11,2042,6,-117.06679534912108,32.57429504394531
251,2020,2020-04-30,2045,4,-117.08379364013672,32.80461502075195
252,2020,2020-05-20,1626,3,-117.11663818359376,32.80958938598633
253,2020,2020-05-17,1912,7,-117.08409881591795,32.57262420654297
254,2020,2020-05-20,2022,3,-117.15923309326172,32.79153823852539
255,2020,2020-05-25,1921,1,-117.2472686767578,32.9309196472168
256,2020,2020-05-22,1500,5,-117.14907073974608,32.71366882324219
257,2020,2020-06-05,2007,5,-117.13020324707033,32.75223159790039
258,2020,2020-01-15,1148,3,-117.06996917724608,33.05934524536133
259,2020,2020-06-28,1920,7,-117.25930786132812,33.22083282470703
260,2020,2020-01-27,825,1,-117.11656951904295,32.8995361328125
261,2020,2020-06-17,1940,3,-117.14611053466795,33.010406494140625
262,2020,2020-02-20,840,4,-117.1560287475586,32.735618591308594
263,2020,2020-03-28,330,6,-117.1185302734375,32.717010498046875
264,2020,2020-04-13,920,1,-117.1563720703125,32.764827728271484
265,2020,2020-04-16,1600,4,-117.08970642089844,32.97410583496094
266,2020,2020-04-29,2345,3,-117.14978790283205,32.79537582397461
267,2020,2020-05-19,1411,2,-117.11973571777344,32.709651947021484
268,2020,2020-06-05,2253,5,-117.11626434326172,32.71659851074219
269,2020,2020-06-18,1740,4,-117.11278533935548,32.77321243286133
270,2020,2020-07-08,2325,3,-117.1865463256836,32.95574951171875
271,2020,2020-07-10,526,5,-117.13269805908205,32.695499420166016
272,2020,2020-07-25,1427,6,-117.10856628417967,32.75320816040039
273,2020,2020-08-14,1212,5,-117.12800598144533,32.77322769165039
274,2020,2020-09-10,1217,4,-117.20550537109376,32.94784927368164
275,2020,2020-07-18,1935,6,-117.09369659423828,32.70415115356445
276,2020,2020-09-29,2140,2,-117.14330291748048,32.82780456542969
277,2020,2020-10-04,1320,7,-117.16295623779295,32.723018646240234
278,2020,2020-10-13,1200,2,-117.15004730224608,32.800418853759766
279,2020,2020-10-20,1520,2,-117.13761901855467,32.69755554199219
280,2020,2020-08-16,1014,7,-117.20919799804688,32.76884078979492
281,2020,2020-08-01,825,6,-117.15953063964844,32.746929168701165
282,2020,2020-11-18,1430,3,-117.12598419189452,32.758819580078125
283,2020,2020-11-14,122,6,-117.07582855224608,32.723838806152344
284,2020,2020-04-23,1833,4,-117.08531951904295,32.75489044189453
285,2020,2020-12-08,2223,2,-117.12127685546876,32.838890075683594
286,2020,2020-06-26,112,5,-117.02789306640624,32.846782684326165
287,2020,2020-12-17,530,4,-117.11750030517578,32.717899322509766
288,2020,2020-12-26,940,6,-117.11767578125,32.71620178222656
289,2020,2020-12-23,1842,3,-117.10898590087892,32.88067626953125
290,2021,2021-01-02,1835,6,-117.11083984375,32.778533935546875
291,2020,2020-12-29,810,2,-117.20980072021484,32.79753875732422
292,2021,2021-01-24,345,7,-117.15586853027344,32.75154495239258
293,2021,2021-02-07,1805,7,-117.14751434326172,32.71090316772461
294,2021,2021-02-12,1025,5,-117.07898712158205,32.72144317626953
295,2021,2021-02-21,1000,7,-117.20691680908205,32.790321350097656
296,2020,2020-10-03,1258,6,-117.16297912597656,32.76118850708008
297,2020,2020-08-18,520,2,-117.20809936523438,32.784950256347656
298,2021,2021-02-25,1530,4,-117.11777496337892,32.74311447143555
299,2020,2020-08-13,1230,4,-117.21678924560548,32.94190216064453
300,2021,2021-03-05,602,5,-117.07865142822266,33.031639099121094
301,2021,2021-03-13,2026,6,-117.11416625976562,32.92575454711914
302,2020,2020-08-06,1222,4,-117.20799255371094,32.788692474365234
303,2021,2021-04-10,545,6,-117.05370330810548,32.55500411987305
304,2021,2021-03-30,1450,2,-117.20843505859376,32.7805061340332
305,2021,2021-02-07,1749,7,-117.04196166992188,32.55604553222656
306,2021,2021-04-22,1550,4,-117.19522094726562,32.76052474975586
307,2021,2021-05-06,1145,4,-117.15646362304688,32.76480484008789
308,2020,2020-09-01,1354,2,-117.23643493652344,32.95292663574219
309,2021,2021-05-06,17,4,-117.08406829833984,32.56399917602539
310,2021,2021-05-07,1546,5,-117.11361694335938,32.71744155883789
311,2021,2021-05-22,1505,6,-117.0889892578125,32.78097915649414
312,2021,2021-05-27,2350,4,-117.20413208007812,32.758209228515625
313,2021,2021-06-15,1815,2,-117.15474700927734,32.810745239257805
314,2021,2021-06-01,30,2,-117.06829071044922,32.7794189453125
315,2020,2020-09-03,2350,4,-117.09953308105467,32.776180267333984
316,2020,2020-09-03,955,4,-117.2084732055664,32.77405548095703
317,2020,2020-09-09,855,3,-117.24124908447266,32.951019287109375
318,2021,2021-06-13,130,7,-117.11969757080078,32.854610443115234
319,2021,2021-07-12,1112,1,-117.12199401855467,32.69247817993164
320,2021,2021-07-10,42,6,-117.135498046875,32.77626037597656
321,2021,2021-07-16,1905,5,-117.20085906982422,32.75960922241211
322,2021,2021-08-05,1454,4,-117.03651428222656,32.590858459472656
323,2020,2020-09-10,1600,4,-117.16734313964844,32.711509704589844
324,2020,2020-09-12,1000,6,-117.14379119873048,32.76245880126953
325,2021,2021-08-13,1713,5,-117.15740203857422,32.81382751464844
326,2021,2021-08-13,630,5,-117.12132263183594,32.69252014160156
327,2021,2021-08-06,840,5,-117.17350006103516,32.9669303894043
328,2021,2021-08-20,1558,5,-117.11827087402344,32.74332809448242
329,2020,2020-08-29,540,6,-117.14944458007812,32.70550537109375
330,2021,2021-09-09,1120,4,-117.20195770263672,32.757381439208984
331,2021,2021-09-07,958,2,-117.14774322509766,32.71070098876953
332,2021,2021-08-31,828,2,-117.11344146728516,32.78939437866211
333,2021,2021-09-11,659,6,-117.16016387939452,32.71603012084961
334,2021,2021-06-06,1319,7,-117.1117706298828,32.73400115966797
335,2021,2021-09-27,645,1,-117.08987426757812,32.685211181640625
336,2021,2021-10-01,1810,5,-117.18122863769533,32.759456634521484
337,2021,2021-10-07,1513,4,-117.14776611328124,32.71361541748047
338,2021,2021-10-04,1540,1,-117.14777374267578,32.71500015258789
339,2021,2021-10-16,346,6,-117.23764038085938,32.92102813720703
340,2021,2021-10-18,1545,1,-117.18757629394533,32.861839294433594
341,2021,2021-10-15,820,5,-117.1195068359375,32.83417892456055
342,2020,2020-09-17,1507,4,-117.08698272705078,32.749351501464844
343,2020,2020-09-21,1740,1,-117.09800720214844,32.69865036010742
344,2020,2020-09-20,2500,7,-117.15995025634766,32.80575180053711
345,2021,2021-11-09,540,2,-117.1022491455078,32.71466827392578
346,2021,2021-10-14,117,4,-117.20442962646484,32.758689880371094
347,2021,2021-11-08,1625,1,-117.08171844482422,33.00177383422852
348,2021,2021-11-12,1555,5,-117.13308715820312,32.841087341308594
349,2021,2021-10-30,642,6,-117.16650390625,32.82875442504883
350,2021,2021-09-24,1900,5,-117.11837005615234,32.846275329589844
351,2021,2021-10-07,701,4,-117.14753723144533,32.71059036254883
352,2020,2020-10-16,55,5,-117.205078125,32.753746032714844
353,2021,2021-12-03,1230,5,-117.10828399658205,32.868892669677734
354,2021,2021-12-13,1700,1,-117.11954498291016,32.844512939453125
355,2021,2021-12-15,1138,3,-117.172607421875,32.83867263793945
356,2021,2021-12-16,1700,4,-117.07276916503906,32.85065078735352
357,2021,2021-12-28,1320,2,-117.03811645507812,32.567718505859375
358,2021,2021-12-30,1515,4,-117.21031188964844,32.79745101928711
359,2022,2022-01-06,828,4,-117.15663146972656,32.81299591064453
360,2020,2020-08-26,1047,3,-117.14645385742188,32.97606658935547
361,2022,2022-02-06,642,7,-117.1095962524414,32.764015197753906
362,2022,2022-02-07,500,1,-117.08827972412108,32.59247589111328
363,2022,2022-01-29,410,6,-117.16080474853516,32.786617279052734
364,2022,2022-02-24,755,4,-117.1444091796875,32.702537536621094
365,2022,2022-02-27,1245,7,-117.03622436523438,32.588043212890625
366,2022,2022-03-02,950,3,-117.15825653076172,32.814884185791016
367,2022,2022-03-08,1100,2,-117.15642547607422,32.7436408996582
368,2022,2022-03-10,1821,4,-117.10094451904295,32.71155548095703
369,2022,2022-03-13,340,7,-117.09642028808594,32.9633674621582
370,2022,2022-02-07,138,1,-117.08477783203124,32.98112869262695
371,2022,2022-03-14,1209,1,-117.06099700927734,32.558868408203125
372,2020,2020-10-16,1120,5,-117.23715209960938,32.80059051513672
373,2020,2020-10-23,1408,5,-117.12525939941406,32.71379089355469
374,2021,2021-08-11,620,3,-117.02202606201172,32.74650955200195
375,2022,2022-03-25,1320,5,-117.15618896484376,32.76487350463867
376,2022,2022-04-03,1805,7,-117.11286926269533,32.778499603271484
377,2022,2022-03-09,1500,3,-117.20413970947266,32.888275146484375
378,2020,2020-10-21,755,3,-117.1241455078125,32.75321578979492
379,2022,2022-04-12,712,2,-117.09732055664062,32.708091735839844
380,2020,2020-10-27,1048,2,-117.09232330322266,32.740318298339844
381,2022,2022-04-26,835,2,-117.11326599121094,32.78165817260742
382,2020,2020-11-09,528,1,-117.16918182373048,32.761089324951165
383,2020,2020-11-07,2223,6,-117.2545928955078,32.79362869262695
384,2022,2022-04-25,444,1,-117.18726348876952,32.86149597167969
385,2020,2020-11-04,2252,3,-117.25133514404295,32.79576110839844
386,2022,2022-04-11,1510,1,-117.19638061523438,32.871036529541016
387,2022,2022-05-20,740,5,-117.14128875732422,32.7688102722168
388,2022,2022-05-24,1135,2,-117.15621948242188,32.73832321166992
389,2022,2022-05-14,430,6,-117.23116302490234,32.91507339477539
390,2022,2022-05-25,1710,3,-117.1374969482422,32.71305084228516
391,2022,2022-05-14,1550,6,-117.1137237548828,32.78022003173828
392,2022,2022-06-19,1946,7,-117.11196136474608,32.77423095703125
393,2022,2022-07-04,425,1,-117.14857482910156,32.78894805908203
394,2022,2022-05-31,1625,2,-117.10897064208984,32.7560920715332
395,2022,2022-07-11,1600,1,-117.10883331298828,32.71822738647461
396,2022,2022-07-19,2138,2,-117.06077575683594,32.732025146484375
397,2022,2022-08-10,1625,3,-117.19696044921876,32.87165069580078
398,2022,2022-08-07,410,7,-117.09664154052734,32.70737075805664
399,2022,2022-08-08,700,1,-117.24456787109376,32.94977188110352
400,2020,2020-11-07,852,6,-117.23281097412108,32.76414108276367
401,2020,2020-11-14,1315,6,-117.08828735351562,32.702301025390625
402,2022,2022-08-25,120,4,-117.1151885986328,32.723731994628906
403,2022,2022-08-31,1120,3,-117.2172622680664,32.84122848510742
404,2022,2022-09-03,815,6,-117.13336181640624,32.77360534667969
405,2022,2022-09-04,1140,7,-117.21547698974608,32.75839614868164
406,2022,2022-09-07,1300,3,-117.0759506225586,32.56419372558594
407,2022,2022-09-09,725,5,-117.09931182861328,32.71022033691406
408,2022,2022-09-11,5,7,-117.14640045166016,32.703960418701165
409,2022,2022-09-07,1425,3,-117.1139907836914,32.68715286254883
410,2022,2022-09-14,630,3,-117.14888763427734,32.720901489257805
411,2022,2022-09-11,140,7,-117.16236114501952,32.76750183105469
412,2022,2022-09-27,245,2,-117.22476196289062,32.90530014038086
413,2022,2022-09-30,1240,5,-117.08373260498048,32.983726501464844
